dataset,backbone,family,episode,false_pick_alpha,pick_score_threshold,calibration_unsafe_pick_rate,calibration_strict_pick_precision,calibration_n_pick,calibration_n_unsafe_pick,query_unsafe_pick_rate,query_strict_pick_precision,query_n_pick,query_n_unsafe_pick,temperature,alpha,beta,proto_weight,calibration_nll
laboro_tomato,vitb16,ProtoAdapter,9,0.1,0.4079337297243978,0.41975308641975306,0.5802469135802469,162,68,0.46551724137931033,0.5344827586206896,174,81,,,,8.0,1.0316615645584162
laboro_tomato,vitb16,TipAdapter,10,0.05,0.6273123054055239,0.36199095022624433,0.6380090497737556,221,80,0.39357429718875503,0.606425702811245,249,98,,1.0,10.0,,0.9178602027967764
laboro_tomato,vitb16,ProtoAdapter,10,0.05,0.3597756854495796,0.3938053097345133,0.6061946902654868,226,89,0.4046692607003891,0.5953307392996109,257,104,,,,8.0,1.0213797127380755
laboro_tomato,vitb16,TipAdapter,10,0.1,0.5860230151598081,0.42105263157894735,0.5789473684210527,266,112,0.4246575342465753,0.5753424657534246,292,124,,1.0,10.0,,0.9178602027967764
laboro_tomato,vitb16,ProtoAdapter,10,0.1,0.3531216831342213,0.424812030075188,0.575187969924812,266,113,0.43686006825938567,0.5631399317406144,293,128,,,,8.0,1.0213797127380755
laboro_tomato,vitb16,TipAdapter,11,0.05,0.5134913561533309,0.33116883116883117,0.6688311688311688,154,51,0.3950617283950617,0.6049382716049383,162,64,,1.0,10.0,,0.8658762616171753
laboro_tomato,vitb16,ProtoAdapter,11,0.05,0.39781011095965885,0.40397350993377484,0.5960264900662252,151,61,0.425,0.575,160,68,,,,8.0,1.0180684847868544
laboro_tomato,vitb16,TipAdapter,11,0.1,0.4770524601086349,0.42487046632124353,0.5751295336787565,193,82,0.441747572815534,0.558252427184466,206,91,,1.0,10.0,,0.8658762616171753
laboro_tomato,vitb16,ProtoAdapter,11,0.1,0.3884518379475285,0.42162162162162165,0.5783783783783784,185,78,0.4786729857819905,0.5213270142180095,211,101,,,,8.0,1.0180684847868544
laboro_tomato,vitb16,TipAdapter,12,0.05,0.6236270032003796,0.3424657534246575,0.6575342465753424,146,50,0.3727810650887574,0.6272189349112426,169,63,,1.0,10.0,,0.9156210584289645
laboro_tomato,vitb16,ProtoAdapter,12,0.05,0.42359913033391056,0.375,0.625,80,30,0.4235294117647059,0.5764705882352941,85,36,,,,8.0,1.0238123097061074
laboro_tomato,vitb16,TipAdapter,12,0.1,0.5869072015277222,0.40331491712707185,0.5966850828729282,181,73,0.4396135265700483,0.5603864734299517,207,91,,1.0,10.0,,0.9156210584289645
laboro_tomato,vitb16,ProtoAdapter,12,0.1,0.4113721254945607,0.39669421487603307,0.6033057851239669,121,48,0.5,0.5,124,62,,,,8.0,1.0238123097061074
laboro_tomato,vitb16,TipAdapter,13,0.05,0.510615046283961,0.3225806451612903,0.6774193548387096,62,20,0.35,0.65,60,21,,2.0,5.5,,0.7444808311651352
laboro_tomato,vitb16,ProtoAdapter,13,0.05,0.38779638779654274,0.4024390243902439,0.5975609756097561,82,33,0.4305555555555556,0.5694444444444444,72,31,,,,8.0,1.0342135680722908
laboro_tomato,vitb16,TipAdapter,13,0.1,0.4765528947456741,0.38271604938271603,0.6172839506172839,81,31,0.3855421686746988,0.6144578313253012,83,32,,2.0,5.5,,0.7444808311651352
laboro_tomato,vitb16,ProtoAdapter,13,0.1,0.37467325750925495,0.4768211920529801,0.5231788079470199,151,72,0.4966887417218543,0.5033112582781457,151,75,,,,8.0,1.0342135680722908
laboro_tomato,vitb16,TipAdapter,14,0.05,0.7944031566573939,0.2661290322580645,0.7338709677419355,124,33,0.32061068702290074,0.6793893129770993,131,42,,2.0,10.0,,0.876635317431236
laboro_tomato,vitb16,ProtoAdapter,14,0.05,0.3995294914270094,0.31896551724137934,0.6810344827586207,116,37,0.3761467889908257,0.6238532110091743,109,41,,,,8.0,1.0272829271439397
laboro_tomato,vitb16,TipAdapter,14,0.1,0.7529201317580418,0.33548387096774196,0.6645161290322581,155,52,0.3699421965317919,0.630057803468208,173,64,,2.0,10.0,,0.876635317431236
laboro_tomato,vitb16,ProtoAdapter,14,0.1,0.3896256403949355,0.3803680981595092,0.6196319018404908,163,62,0.43529411764705883,0.5647058823529412,170,74,,,,8.0,1.0272829271439397
laboro_tomato,vitb16,TipAdapter,15,0.05,0.637345123853962,0.34594594594594597,0.654054054054054,185,64,0.3886255924170616,0.6113744075829384,211,82,,1.0,10.0,,0.8418226176888969
laboro_tomato,vitb16,ProtoAdapter,15,0.05,0.3953380455425219,0.4041095890410959,0.5958904109589042,146,59,0.38620689655172413,0.6137931034482759,145,56,,,,8.0,1.0036303116944323
laboro_tomato,vitb16,TipAdapter,15,0.1,0.5910157339602027,0.4090909090909091,0.5909090909090909,242,99,0.4312977099236641,0.5687022900763359,262,113,,1.0,10.0,,0.8418226176888969
laboro_tomato,vitb16,ProtoAdapter,15,0.1,0.38135919661461465,0.4010416666666667,0.5989583333333334,192,77,0.4719626168224299,0.5280373831775701,214,101,,,,8.0,1.0036303116944323
laboro_tomato,vitb16,TipAdapter,16,0.05,0.6961132189237565,0.3401360544217687,0.6598639455782312,147,50,0.38311688311688313,0.6168831168831169,154,59,,1.0,10.0,,0.972028786429847
laboro_tomato,vitb16,ProtoAdapter,16,0.05,0.428965096153593,0.36585365853658536,0.6341463414634146,82,30,0.4146341463414634,0.5853658536585366,82,34,,,,8.0,1.0123328334309913
laboro_tomato,vitb16,TipAdapter,16,0.1,0.6350239445957984,0.4117647058823529,0.5882352941176471,187,77,0.45,0.55,220,99,,1.0,10.0,,0.972028786429847
laboro_tomato,vitb16,ProtoAdapter,16,0.1,0.39692170089526907,0.43103448275862066,0.5689655172413793,174,75,0.4791666666666667,0.5208333333333334,192,92,,,,8.0,1.0123328334309913
laboro_tomato,vitb16,TipAdapter,17,0.05,0.39209720774269424,0.41697416974169743,0.5830258302583026,271,113,0.42071197411003236,0.5792880258899676,309,130,,2.0,5.5,,0.7219131496380541
laboro_tomato,vitb16,ProtoAdapter,17,0.05,0.34546092444479937,0.32571428571428573,0.6742857142857143,175,57,0.3165137614678899,0.6834862385321101,218,69,,,,8.0,1.0431496269412803
laboro_tomato,vitb16,TipAdapter,17,0.1,0.3390087410901758,0.42857142857142855,0.5714285714285714,280,120,0.44036697247706424,0.5596330275229358,327,144,,2.0,5.5,,0.7219131496380541
laboro_tomato,vitb16,ProtoAdapter,17,0.1,0.3343877149862181,0.40454545454545454,0.5954545454545455,220,89,0.39492753623188404,0.605072463768116,276,109,,,,8.0,1.0431496269412803
laboro_tomato,vitb16,TipAdapter,18,0.05,0.4683169828354351,0.2937062937062937,0.7062937062937062,143,42,0.31137724550898205,0.688622754491018,167,52,,1.0,10.0,,0.8718290520128569
laboro_tomato,vitb16,ProtoAdapter,18,0.05,0.3575641323007044,0.3274336283185841,0.672566371681416,113,37,0.2905405405405405,0.7094594594594594,148,43,,,,8.0,1.0038823824590477
laboro_tomato,vitb16,TipAdapter,18,0.1,0.4327731331321312,0.34523809523809523,0.6547619047619048,168,58,0.36649214659685864,0.6335078534031413,191,70,,1.0,10.0,,0.8718290520128569
laboro_tomato,vitb16,ProtoAdapter,18,0.1,0.3511840359189941,0.38345864661654133,0.6165413533834586,133,51,0.3567251461988304,0.6432748538011696,171,61,,,,8.0,1.0038823824590477
laboro_tomato,vitb16,TipAdapter,19,0.05,0.585997204467629,0.31297709923664124,0.6870229007633588,131,41,0.3458646616541353,0.6541353383458647,133,46,,2.0,10.0,,0.8214616299730721
laboro_tomato,vitb16,ProtoAdapter,19,0.05,0.39598684834660375,0.3188405797101449,0.6811594202898551,69,22,0.36538461538461536,0.6346153846153846,52,19,,,,8.0,1.003259391800801
laboro_tomato,vitb16,TipAdapter,19,0.1,0.5218910609768392,0.38596491228070173,0.6140350877192983,171,66,0.4076086956521739,0.592391304347826,184,75,,2.0,10.0,,0.8214616299730721
laboro_tomato,vitb16,ProtoAdapter,19,0.1,0.3740068070345146,0.3935483870967742,0.6064516129032258,155,61,0.4727272727272727,0.5272727272727272,165,78,,,,8.0,1.003259391800801
