dataset,backbone,family,episode,false_pick_alpha,pick_score_threshold,calibration_unsafe_pick_rate,calibration_strict_pick_precision,calibration_n_pick,calibration_n_unsafe_pick,query_unsafe_pick_rate,query_strict_pick_precision,query_n_pick,query_n_unsafe_pick,temperature,alpha,beta,proto_weight,calibration_nll
strawberry,vitb32,TipAdapter,7,0.1,0.3386883425253775,0.0860655737704918,0.9139344262295082,488,42,0.07391304347826087,0.9260869565217391,230,17,,2.0,5.5,,0.6020144563858494
strawberry,vitb32,ProtoAdapter,7,0.1,0.3349700236579287,0.079002079002079,0.920997920997921,481,38,0.07456140350877193,0.9254385964912281,228,17,,,,8.0,0.9884572225690171
strawberry,vitb32,TipAdapter,8,0.05,0.5061609486686074,0.13701067615658363,0.8629893238434164,562,77,0.12773722627737227,0.8722627737226277,274,35,,2.0,5.5,,0.5597201193650057
strawberry,vitb32,ProtoAdapter,8,0.05,0.342089427452769,0.12476370510396975,0.8752362948960303,529,66,0.1285140562248996,0.8714859437751004,249,32,,,,8.0,0.990623779833966
strawberry,vitb32,TipAdapter,8,0.1,0.37014812102037675,0.1926163723916533,0.8073836276083467,623,120,0.1760797342192691,0.8239202657807309,301,53,,2.0,5.5,,0.5597201193650057
strawberry,vitb32,ProtoAdapter,8,0.1,0.3361052887407428,0.13543599257884972,0.8645640074211502,539,73,0.132,0.868,250,33,,,,8.0,0.990623779833966
strawberry,vitb32,TipAdapter,9,0.05,0.6226674882552689,0.15324165029469547,0.8467583497053045,509,78,0.12162162162162163,0.8783783783783784,222,27,,2.0,10.0,,0.6601910424902833
strawberry,vitb32,ProtoAdapter,9,0.05,0.35421532366818786,0.13636363636363635,0.8636363636363636,484,66,0.13333333333333333,0.8666666666666667,210,28,,,,8.0,0.9860678049721527
strawberry,vitb32,TipAdapter,9,0.1,0.5314035873428754,0.20137693631669534,0.7986230636833046,581,117,0.15019762845849802,0.849802371541502,253,38,,2.0,10.0,,0.6601910424902833
strawberry,vitb32,ProtoAdapter,9,0.1,0.3357689396869212,0.16015625,0.83984375,512,82,0.136986301369863,0.863013698630137,219,30,,,,8.0,0.9860678049721527
strawberry,vitb32,TipAdapter,10,0.05,0.34767294287159833,0.05454545454545454,0.9454545454545454,385,21,0.05128205128205128,0.9487179487179487,156,8,,2.0,10.0,,0.650151904242821
strawberry,vitb32,ProtoAdapter,10,0.05,0.3349106180797051,0.10412147505422993,0.89587852494577,461,48,0.08,0.92,200,16,,,,8.0,1.00503299550651
strawberry,vitb32,TipAdapter,10,0.1,0.34767294287159833,0.05454545454545454,0.9454545454545454,385,21,0.05128205128205128,0.9487179487179487,156,8,,2.0,10.0,,0.650151904242821
strawberry,vitb32,ProtoAdapter,10,0.1,0.3349106180797051,0.10412147505422993,0.89587852494577,461,48,0.08,0.92,200,16,,,,8.0,1.00503299550651
strawberry,vitb32,TipAdapter,11,0.05,0.3547442374603634,0.19410745233968804,0.8058925476603119,577,112,0.14285714285714285,0.8571428571428571,273,39,,2.0,5.5,,0.5987118904328569
strawberry,vitb32,ProtoAdapter,11,0.05,0.3353185013729363,0.09462365591397849,0.9053763440860215,465,44,0.0821917808219178,0.9178082191780822,219,18,,,,8.0,0.9854377095929264
strawberry,vitb32,TipAdapter,11,0.1,0.3547442374603634,0.19410745233968804,0.8058925476603119,577,112,0.14285714285714285,0.8571428571428571,273,39,,2.0,5.5,,0.5987118904328569
strawberry,vitb32,ProtoAdapter,11,0.1,0.3353185013729363,0.09462365591397849,0.9053763440860215,465,44,0.0821917808219178,0.9178082191780822,219,18,,,,8.0,0.9854377095929264
strawberry,vitb32,TipAdapter,12,0.05,0.34650834326760516,0.0946372239747634,0.9053627760252366,317,30,0.08484848484848485,0.9151515151515152,165,14,,2.0,5.5,,0.7649505139708965
strawberry,vitb32,ProtoAdapter,12,0.05,0.33459335507798943,0.12396694214876033,0.8760330578512396,484,60,0.0975609756097561,0.9024390243902439,246,24,,,,8.0,1.0056191099254108
strawberry,vitb32,TipAdapter,12,0.1,0.34650834326760516,0.0946372239747634,0.9053627760252366,317,30,0.08484848484848485,0.9151515151515152,165,14,,2.0,5.5,,0.7649505139708965
strawberry,vitb32,ProtoAdapter,12,0.1,0.33459335507798943,0.12396694214876033,0.8760330578512396,484,60,0.0975609756097561,0.9024390243902439,246,24,,,,8.0,1.0056191099254108
strawberry,vitb32,TipAdapter,13,0.05,0.3495649944592724,0.02452316076294278,0.9754768392370572,367,9,0.065,0.935,200,13,,2.0,5.5,,0.6667950010579451
strawberry,vitb32,ProtoAdapter,13,0.05,0.3347454023674451,0.06696428571428571,0.9330357142857143,448,30,0.06278026905829596,0.9372197309417041,223,14,,,,8.0,0.99318608973455
strawberry,vitb32,TipAdapter,13,0.1,0.3495649944592724,0.02452316076294278,0.9754768392370572,367,9,0.065,0.935,200,13,,2.0,5.5,,0.6667950010579451
strawberry,vitb32,ProtoAdapter,13,0.1,0.3347454023674451,0.06696428571428571,0.9330357142857143,448,30,0.06278026905829596,0.9372197309417041,223,14,,,,8.0,0.99318608973455
strawberry,vitb32,TipAdapter,14,0.05,0.6861864457178701,0.15208333333333332,0.8479166666666667,480,73,0.1407766990291262,0.8592233009708737,206,29,,2.0,10.0,,0.6950138542730314
strawberry,vitb32,ProtoAdapter,14,0.05,0.3346767368869711,0.14192139737991266,0.8580786026200873,458,65,0.17676767676767677,0.8232323232323232,198,35,,,,8.0,0.9956559512292937
strawberry,vitb32,TipAdapter,14,0.1,0.5819282540915126,0.2118491921005386,0.7881508078994613,557,118,0.2289156626506024,0.7710843373493976,249,57,,2.0,10.0,,0.6950138542730314
strawberry,vitb32,ProtoAdapter,14,0.1,0.3346767368869711,0.14192139737991266,0.8580786026200873,458,65,0.17676767676767677,0.8232323232323232,198,35,,,,8.0,0.9956559512292937
strawberry,vitb32,TipAdapter,15,0.05,0.3491697233919297,0.12698412698412698,0.873015873015873,567,72,0.1267605633802817,0.8732394366197183,284,36,,2.0,5.5,,0.5754549601791331
strawberry,vitb32,ProtoAdapter,15,0.05,0.334559369397166,0.07959183673469387,0.9204081632653062,490,39,0.06692913385826772,0.9330708661417323,254,17,,,,8.0,0.9981215121998214
strawberry,vitb32,TipAdapter,15,0.1,0.3491697233919297,0.12698412698412698,0.873015873015873,567,72,0.1267605633802817,0.8732394366197183,284,36,,2.0,5.5,,0.5754549601791331
strawberry,vitb32,ProtoAdapter,15,0.1,0.334559369397166,0.07959183673469387,0.9204081632653062,490,39,0.06692913385826772,0.9330708661417323,254,17,,,,8.0,0.9981215121998214
strawberry,vitb32,TipAdapter,16,0.05,0.37993470516678085,0.1391465677179963,0.8608534322820037,539,75,0.10486891385767791,0.8951310861423221,267,28,,2.0,5.5,,0.5686194625779877
strawberry,vitb32,ProtoAdapter,16,0.05,0.3373751112854635,0.0511727078891258,0.9488272921108742,469,24,0.06882591093117409,0.9311740890688259,247,17,,,,8.0,0.98345042976673
strawberry,vitb32,TipAdapter,16,0.1,0.37993470516678085,0.1391465677179963,0.8608534322820037,539,75,0.10486891385767791,0.8951310861423221,267,28,,2.0,5.5,,0.5686194625779877
strawberry,vitb32,ProtoAdapter,16,0.1,0.3373751112854635,0.0511727078891258,0.9488272921108742,469,24,0.06882591093117409,0.9311740890688259,247,17,,,,8.0,0.98345042976673
strawberry,vitb32,TipAdapter,17,0.05,0.3409507116966694,0.15157894736842106,0.848421052631579,475,72,0.11864406779661017,0.8813559322033898,236,28,,2.0,10.0,,0.6814825360750449
strawberry,vitb32,ProtoAdapter,17,0.05,0.33471124712929273,0.17966903073286053,0.8203309692671394,423,76,0.1320754716981132,0.8679245283018868,212,28,,,,8.0,1.0045246737097298
strawberry,vitb32,TipAdapter,17,0.1,0.3409507116966694,0.15157894736842106,0.848421052631579,475,72,0.11864406779661017,0.8813559322033898,236,28,,2.0,10.0,,0.6814825360750449
strawberry,vitb32,ProtoAdapter,17,0.1,0.33471124712929273,0.17966903073286053,0.8203309692671394,423,76,0.1320754716981132,0.8679245283018868,212,28,,,,8.0,1.0045246737097298
strawberry,vitb32,TipAdapter,18,0.05,0.37196396339531224,0.09683794466403162,0.9031620553359684,506,49,0.0842911877394636,0.9157088122605364,261,22,,2.0,5.5,,0.5974229275539599
strawberry,vitb32,ProtoAdapter,18,0.05,0.3343893786659832,0.08102766798418973,0.9189723320158103,506,41,0.06563706563706563,0.9343629343629344,259,17,,,,8.0,0.9865361480766356
strawberry,vitb32,TipAdapter,18,0.1,0.37196396339531224,0.09683794466403162,0.9031620553359684,506,49,0.0842911877394636,0.9157088122605364,261,22,,2.0,5.5,,0.5974229275539599
strawberry,vitb32,ProtoAdapter,18,0.1,0.3343893786659832,0.08102766798418973,0.9189723320158103,506,41,0.06563706563706563,0.9343629343629344,259,17,,,,8.0,0.9865361480766356
strawberry,vitb32,TipAdapter,19,0.05,0.33874884109943765,0.11188811188811189,0.8881118881118881,572,64,0.08896797153024912,0.9110320284697508,281,25,,2.0,5.5,,0.5434419059231713
strawberry,vitb32,ProtoAdapter,19,0.05,0.33914615940928683,0.1001788908765653,0.8998211091234347,559,56,0.07749077490774908,0.922509225092251,271,21,,,,8.0,0.9989670304591571
strawberry,vitb32,TipAdapter,19,0.1,0.33874884109943765,0.11188811188811189,0.8881118881118881,572,64,0.08896797153024912,0.9110320284697508,281,25,,2.0,5.5,,0.5434419059231713
strawberry,vitb32,ProtoAdapter,19,0.1,0.33914615940928683,0.1001788908765653,0.8998211091234347,559,56,0.07749077490774908,0.922509225092251,271,21,,,,8.0,0.9989670304591571
