dataset,backbone,episode,baseline,selector,alpha,beta,calibration_nll,target_coverage,selector_threshold,false_pick_rate,pick_precision,pick_recall,revisit_burden,coverage,n_samples,n_pick,n_wait,n_revisit,n_false_pick,n_true_pick
strawberry,vitb32,11,TipAdapter-selective,entropy,2.0,5.5,0.5987118904328569,0.5,0.614425433581681,0.0,1.0,0.5543071161048689,0.4991568296795953,0.5008431703204047,593,156,141,296,0,148
strawberry,vitb32,11,TipAdapter-selective,entropy,2.0,5.5,0.5987118904328569,0.6,0.7263450488289966,0.0,1.0,0.6666666666666666,0.40134907251264756,0.5986509274873524,593,189,166,238,0,178
strawberry,vitb32,11,TipAdapter-selective,entropy,2.0,5.5,0.5987118904328569,0.7,0.8086519672297025,0.009345794392523364,0.9906542056074766,0.7453183520599251,0.31703204047217537,0.6829679595278246,593,214,191,188,2,199
strawberry,vitb32,11,TipAdapter-selective,entropy,2.0,5.5,0.5987118904328569,0.8,0.8673875974820671,0.012552301255230125,0.9874476987447699,0.8052434456928839,0.24283305227655985,0.7571669477234402,593,239,210,144,3,215
strawberry,vitb32,11,TipAdapter-selective,entropy,2.0,5.5,0.5987118904328569,0.9,0.958115001819563,0.023166023166023165,0.9768339768339769,0.850187265917603,0.16020236087689713,0.8397976391231029,593,259,239,95,6,227
strawberry,vitb32,12,TipAdapter-hard,none,2.0,5.5,0.7649505139708965,1.0,,0.0,1.0,0.5655430711610487,0.3524451939291737,0.6475548060708263,593,165,219,209,0,151
strawberry,vitb32,12,TipAdapter-selective,msp,2.0,5.5,0.7649505139708965,0.4,0.6985372096139599,0.0,1.0,0.20973782771535582,0.6964586846543002,0.30354131534569984,593,60,120,413,0,56
strawberry,vitb32,12,TipAdapter-selective,msp,2.0,5.5,0.7649505139708965,0.5,0.6504819172979832,0.0,1.0,0.250936329588015,0.6475548060708263,0.35244519392917373,593,71,138,384,0,67
strawberry,vitb32,12,TipAdapter-selective,msp,2.0,5.5,0.7649505139708965,0.6,0.5982662265457677,0.0,1.0,0.30337078651685395,0.5885328836424958,0.4114671163575042,593,87,157,349,0,81
strawberry,vitb32,12,TipAdapter-selective,msp,2.0,5.5,0.7649505139708965,0.7,0.5562020113334706,0.0,1.0,0.38202247191011235,0.5311973018549747,0.4688026981450253,593,109,169,315,0,102
strawberry,vitb32,12,TipAdapter-selective,msp,2.0,5.5,0.7649505139708965,0.8,0.5106063938756622,0.0,1.0,0.449438202247191,0.47386172006745364,0.5261382799325464,593,131,181,281,0,120
strawberry,vitb32,12,TipAdapter-selective,msp,2.0,5.5,0.7649505139708965,0.9,0.45214909341958454,0.0,1.0,0.5131086142322098,0.4114671163575042,0.5885328836424958,593,150,199,244,0,137
strawberry,vitb32,12,TipAdapter-selective,margin,2.0,5.5,0.7649505139708965,0.4,0.4629859635531214,0.0,1.0,0.19850187265917604,0.7032040472175379,0.29679595278246207,593,57,119,417,0,53
strawberry,vitb32,12,TipAdapter-selective,margin,2.0,5.5,0.7649505139708965,0.5,0.381797251812135,0.0,1.0,0.250936329588015,0.6492411467116358,0.3507588532883642,593,71,137,385,0,67
strawberry,vitb32,12,TipAdapter-selective,margin,2.0,5.5,0.7649505139708965,0.6,0.2790722961270759,0.0,1.0,0.30711610486891383,0.5952782462057336,0.40472175379426645,593,86,154,353,0,82
strawberry,vitb32,12,TipAdapter-selective,margin,2.0,5.5,0.7649505139708965,0.7,0.19742389613919675,0.0,1.0,0.3782771535580524,0.5362563237774031,0.46374367622259693,593,108,167,318,0,101
strawberry,vitb32,12,TipAdapter-selective,margin,2.0,5.5,0.7649505139708965,0.8,0.11344200581182429,0.0,1.0,0.41947565543071164,0.4772344013490725,0.5227655986509274,593,119,191,283,0,112
strawberry,vitb32,12,TipAdapter-selective,margin,2.0,5.5,0.7649505139708965,0.9,0.04782163772770098,0.0,1.0,0.50187265917603,0.40809443507588533,0.5919055649241147,593,146,205,242,0,134
strawberry,vitb32,12,TipAdapter-selective,entropy,2.0,5.5,0.7649505139708965,0.4,0.732339158435382,0.0,1.0,0.23595505617977527,0.6897133220910624,0.3102866779089376,593,67,117,409,0,63
strawberry,vitb32,12,TipAdapter-selective,entropy,2.0,5.5,0.7649505139708965,0.5,0.777901454722776,0.0,1.0,0.2958801498127341,0.6256323777403036,0.37436762225969644,593,87,135,371,0,79
strawberry,vitb32,12,TipAdapter-selective,entropy,2.0,5.5,0.7649505139708965,0.6,0.832200422090279,0.0,1.0,0.35580524344569286,0.5598650927487352,0.4401349072512648,593,106,155,332,0,95
strawberry,vitb32,12,TipAdapter-selective,entropy,2.0,5.5,0.7649505139708965,0.7,0.8772873734744762,0.0,1.0,0.42696629213483145,0.5059021922428331,0.49409780775716694,593,125,168,300,0,114
strawberry,vitb32,12,TipAdapter-selective,entropy,2.0,5.5,0.7649505139708965,0.8,0.9399667123385673,0.0,1.0,0.46441947565543074,0.4654300168634064,0.5345699831365935,593,137,180,276,0,124
strawberry,vitb32,12,TipAdapter-selective,entropy,2.0,5.5,0.7649505139708965,0.9,1.0208122928942132,0.0,1.0,0.5205992509363296,0.41652613827993257,0.5834738617200674,593,152,194,247,0,139
strawberry,vitb32,13,TipAdapter-hard,none,2.0,5.5,0.6667950010579451,1.0,,0.0,1.0,0.700374531835206,0.32377740303541314,0.6762225969645869,593,200,201,192,0,187
strawberry,vitb32,13,TipAdapter-selective,msp,2.0,5.5,0.6667950010579451,0.4,0.7015371522983406,0.0,1.0,0.27340823970037453,0.6863406408094435,0.31365935919055654,593,74,112,407,0,73
strawberry,vitb32,13,TipAdapter-selective,msp,2.0,5.5,0.6667950010579451,0.5,0.650793445103252,0.0,1.0,0.352059925093633,0.6222596964586846,0.3777403035413154,593,95,129,369,0,94
strawberry,vitb32,13,TipAdapter-selective,msp,2.0,5.5,0.6667950010579451,0.6,0.6079164548419196,0.0,1.0,0.41947565543071164,0.5581787521079258,0.4418212478920742,593,114,148,331,0,112
strawberry,vitb32,13,TipAdapter-selective,msp,2.0,5.5,0.6667950010579451,0.7,0.5622114275706892,0.0,1.0,0.5168539325842697,0.48903878583473864,0.5109612141652613,593,142,161,290,0,138
strawberry,vitb32,13,TipAdapter-selective,msp,2.0,5.5,0.6667950010579451,0.8,0.5130195553778245,0.0,1.0,0.5842696629213483,0.4317032040472175,0.5682967959527825,593,162,175,256,0,156
strawberry,vitb32,13,TipAdapter-selective,msp,2.0,5.5,0.6667950010579451,0.9,0.45271019055206807,0.0,1.0,0.6329588014981273,0.3811129848229342,0.6188870151770658,593,182,185,226,0,169
strawberry,vitb32,13,TipAdapter-selective,margin,2.0,5.5,0.6667950010579451,0.4,0.4538611583767529,0.0,1.0,0.27715355805243447,0.6897133220910624,0.3102866779089376,593,75,109,409,0,74
strawberry,vitb32,13,TipAdapter-selective,margin,2.0,5.5,0.6667950010579451,0.5,0.3739052664123456,0.0,1.0,0.352059925093633,0.6239460370994941,0.37605396290050586,593,95,128,370,0,94
strawberry,vitb32,13,TipAdapter-selective,margin,2.0,5.5,0.6667950010579451,0.6,0.28574168024397634,0.0,1.0,0.449438202247191,0.5531197301854974,0.4468802698145026,593,122,143,328,0,120
strawberry,vitb32,13,TipAdapter-selective,margin,2.0,5.5,0.6667950010579451,0.7,0.20796123872795108,0.0,1.0,0.5430711610486891,0.4822934232715008,0.5177065767284992,593,149,158,286,0,145
strawberry,vitb32,13,TipAdapter-selective,margin,2.0,5.5,0.6667950010579451,0.8,0.12825758683417532,0.0,1.0,0.5917602996254682,0.4300168634064081,0.5699831365935919,593,164,174,255,0,158
strawberry,vitb32,13,TipAdapter-selective,margin,2.0,5.5,0.6667950010579451,0.9,0.0534569290995936,0.0,1.0,0.6404494382022472,0.38785834738617203,0.6121416526138279,593,179,184,230,0,171
strawberry,vitb32,13,TipAdapter-selective,entropy,2.0,5.5,0.6667950010579451,0.4,0.7382429313954378,0.0,1.0,0.25842696629213485,0.6762225969645869,0.32377740303541314,593,70,122,401,0,69
strawberry,vitb32,13,TipAdapter-selective,entropy,2.0,5.5,0.6667950010579451,0.5,0.7721884741406158,0.0,1.0,0.3295880149812734,0.6172006745362564,0.3827993254637436,593,90,137,366,0,88
strawberry,vitb32,13,TipAdapter-selective,entropy,2.0,5.5,0.6667950010579451,0.6,0.8212118133637228,0.0,1.0,0.37453183520599254,0.5733558178752108,0.42664418212478916,593,103,150,340,0,100
strawberry,vitb32,13,TipAdapter-selective,entropy,2.0,5.5,0.6667950010579451,0.7,0.8568068376349026,0.0,1.0,0.43820224719101125,0.5177065767284992,0.4822934232715008,593,123,163,307,0,117
strawberry,vitb32,13,TipAdapter-selective,entropy,2.0,5.5,0.6667950010579451,0.8,0.9428724790691425,0.0,1.0,0.5468164794007491,0.4468802698145025,0.5531197301854975,593,155,173,265,0,146
strawberry,vitb32,13,TipAdapter-selective,entropy,2.0,5.5,0.6667950010579451,0.9,1.0458966733762285,0.0,1.0,0.6367041198501873,0.3794266441821248,0.6205733558178752,593,183,185,225,0,170
strawberry,vitb32,14,TipAdapter-hard,none,2.0,10.0,0.6950138542730314,1.0,,0.15,0.85,0.7490636704119851,0.2782462057335582,0.7217537942664418,593,280,148,165,42,200
strawberry,vitb32,14,TipAdapter-selective,msp,2.0,10.0,0.6950138542730314,0.4,0.7629480434431195,0.0,1.0,0.602996254681648,0.6795952782462057,0.3204047217537943,593,177,13,403,0,161
strawberry,vitb32,14,TipAdapter-selective,msp,2.0,10.0,0.6950138542730314,0.5,0.7128930149048059,0.035,0.965,0.6479400749063671,0.6138279932546374,0.38617200674536256,593,200,29,364,7,173
strawberry,vitb32,14,TipAdapter-selective,msp,2.0,10.0,0.6950138542730314,0.6,0.6543090178911365,0.06787330316742081,0.9321266968325792,0.6779026217228464,0.5446880269814502,0.45531197301854975,593,221,49,323,15,181
strawberry,vitb32,14,TipAdapter-selective,msp,2.0,10.0,0.6950138542730314,0.7,0.6036908619271014,0.0811965811965812,0.9188034188034188,0.6853932584269663,0.4806070826306914,0.5193929173693086,593,234,74,285,19,183
strawberry,vitb32,14,TipAdapter-selective,msp,2.0,10.0,0.6950138542730314,0.8,0.5671451567399153,0.11372549019607843,0.8862745098039215,0.7228464419475655,0.40472175379426645,0.5952782462057336,593,255,98,240,29,193
strawberry,vitb32,14,TipAdapter-selective,msp,2.0,10.0,0.6950138542730314,0.9,0.50627002352795,0.13011152416356878,0.8698884758364313,0.7415730337078652,0.33558178752107926,0.6644182124789207,593,269,125,199,35,198
strawberry,vitb32,14,TipAdapter-selective,margin,2.0,10.0,0.6950138542730314,0.4,0.598156886876239,0.0,1.0,0.5917602996254682,0.6795952782462057,0.3204047217537943,593,175,15,403,0,158
strawberry,vitb32,14,TipAdapter-selective,margin,2.0,10.0,0.6950138542730314,0.5,0.5036339339523692,0.015151515151515152,0.9848484848484849,0.6554307116104869,0.6188870151770658,0.3811129848229342,593,198,28,367,3,175
strawberry,vitb32,14,TipAdapter-selective,margin,2.0,10.0,0.6950138542730314,0.6,0.40751972948435417,0.045871559633027525,0.9541284403669725,0.6779026217228464,0.5446880269814502,0.45531197301854975,593,218,52,323,10,181
strawberry,vitb32,14,TipAdapter-selective,margin,2.0,10.0,0.6950138542730314,0.7,0.3001938298825405,0.07758620689655173,0.9224137931034483,0.6891385767790262,0.4839797639123103,0.5160202360876898,593,232,74,287,18,184
strawberry,vitb32,14,TipAdapter-selective,margin,2.0,10.0,0.6950138542730314,0.8,0.22389123558185203,0.08835341365461848,0.9116465863453815,0.7191011235955056,0.40978077571669475,0.5902192242833053,593,249,101,243,22,192
strawberry,vitb32,14,TipAdapter-selective,margin,2.0,10.0,0.6950138542730314,0.9,0.08520045585171998,0.12452830188679245,0.8754716981132076,0.7378277153558053,0.3406408094435076,0.6593591905564924,593,265,126,202,33,197
strawberry,vitb32,14,TipAdapter-selective,entropy,2.0,10.0,0.6950138542730314,0.4,0.669533831724705,0.03867403314917127,0.9613259668508287,0.5955056179775281,0.6728499156829679,0.3271500843170321,593,181,13,399,7,159
strawberry,vitb32,14,TipAdapter-selective,entropy,2.0,10.0,0.6950138542730314,0.5,0.7302053585654149,0.06372549019607843,0.9362745098039216,0.6367041198501873,0.6070826306913997,0.39291736930860033,593,204,29,360,13,170
strawberry,vitb32,14,TipAdapter-selective,entropy,2.0,10.0,0.6950138542730314,0.6,0.7824644943621532,0.11261261261261261,0.8873873873873874,0.651685393258427,0.5278246205733558,0.4721753794266442,593,222,58,313,25,174
strawberry,vitb32,14,TipAdapter-selective,entropy,2.0,10.0,0.6950138542730314,0.7,0.844545964846241,0.12552301255230125,0.8744769874476988,0.6853932584269663,0.45531197301854975,0.5446880269814502,593,239,84,270,30,183
strawberry,vitb32,14,TipAdapter-selective,entropy,2.0,10.0,0.6950138542730314,0.8,0.8839268472634021,0.12307692307692308,0.8769230769230769,0.7340823970037453,0.40472175379426645,0.5952782462057336,593,260,93,240,32,196
strawberry,vitb32,14,TipAdapter-selective,entropy,2.0,10.0,0.6950138542730314,0.9,0.9505232300471093,0.13059701492537312,0.8694029850746269,0.7453183520599251,0.3524451939291737,0.6475548060708263,593,268,116,209,35,199
strawberry,vitb32,15,TipAdapter-hard,none,2.0,5.5,0.5754549601791331,1.0,,0.02112676056338028,0.9788732394366197,0.9288389513108615,0.23102866779089376,0.7689713322091063,593,284,172,137,6,248
strawberry,vitb32,15,TipAdapter-selective,msp,2.0,5.5,0.5754549601791331,0.4,0.6960315809671956,0.0,1.0,0.6816479400749064,0.6256323777403036,0.37436762225969644,593,186,36,371,0,182
strawberry,vitb32,15,TipAdapter-selective,msp,2.0,5.5,0.5754549601791331,0.5,0.643266680219014,0.0,1.0,0.7715355805243446,0.5480607082630692,0.4519392917369308,593,212,56,325,0,206
strawberry,vitb32,15,TipAdapter-selective,msp,2.0,5.5,0.5754549601791331,0.6,0.5930414213861075,0.008620689655172414,0.9913793103448276,0.8164794007490637,0.47217537942664417,0.5278246205733559,593,232,81,280,2,218
strawberry,vitb32,15,TipAdapter-selective,msp,2.0,5.5,0.5754549601791331,0.7,0.5628630931230104,0.011904761904761904,0.9880952380952381,0.8764044943820225,0.41989881956155145,0.5801011804384486,593,252,92,249,3,234
strawberry,vitb32,15,TipAdapter-selective,msp,2.0,5.5,0.5754549601791331,0.8,0.5157458105072552,0.011450381679389313,0.9885496183206107,0.9063670411985019,0.3591905564924115,0.6408094435075885,593,262,118,213,3,242
strawberry,vitb32,15,TipAdapter-selective,msp,2.0,5.5,0.5754549601791331,0.9,0.4732461023224931,0.01838235294117647,0.9816176470588235,0.9176029962546817,0.2934232715008432,0.7065767284991569,593,272,147,174,5,245
strawberry,vitb32,15,TipAdapter-selective,margin,2.0,5.5,0.5754549601791331,0.4,0.4959724934946591,0.0,1.0,0.6666666666666666,0.6357504215851602,0.36424957841483985,593,182,34,377,0,178
strawberry,vitb32,15,TipAdapter-selective,margin,2.0,5.5,0.5754549601791331,0.5,0.3900706919888534,0.0,1.0,0.7565543071161048,0.5531197301854974,0.4468802698145026,593,208,57,328,0,202
strawberry,vitb32,15,TipAdapter-selective,margin,2.0,5.5,0.5754549601791331,0.6,0.3154889688297901,0.00881057268722467,0.9911894273127754,0.8052434456928839,0.47217537942664417,0.5278246205733559,593,227,86,280,2,215
strawberry,vitb32,15,TipAdapter-selective,margin,2.0,5.5,0.5754549601791331,0.7,0.2440060100476204,0.012295081967213115,0.9877049180327869,0.8539325842696629,0.40809443507588533,0.5919055649241147,593,244,107,242,3,228
strawberry,vitb32,15,TipAdapter-selective,margin,2.0,5.5,0.5754549601791331,0.8,0.17058516445680344,0.015384615384615385,0.9846153846153847,0.898876404494382,0.3456998313659359,0.6543001686340641,593,260,128,205,4,240
strawberry,vitb32,15,TipAdapter-selective,margin,2.0,5.5,0.5754549601791331,0.9,0.0863877998003727,0.022304832713754646,0.9776951672862454,0.9138576779026217,0.2984822934232715,0.7015177065767285,593,269,147,177,6,244
strawberry,vitb32,15,TipAdapter-selective,entropy,2.0,5.5,0.5754549601791331,0.4,0.770966050577268,0.0,1.0,0.6779026217228464,0.627318718381113,0.37268128161888703,593,186,35,372,0,181
strawberry,vitb32,15,TipAdapter-selective,entropy,2.0,5.5,0.5754549601791331,0.5,0.8287636663503545,0.0,1.0,0.7640449438202247,0.5463743676222597,0.45362563237774034,593,212,57,324,0,204
strawberry,vitb32,15,TipAdapter-selective,entropy,2.0,5.5,0.5754549601791331,0.6,0.8862782492206536,0.0,1.0,0.8389513108614233,0.47892074198988194,0.521079258010118,593,236,73,284,0,224
strawberry,vitb32,15,TipAdapter-selective,entropy,2.0,5.5,0.5754549601791331,0.7,0.9256069788929163,0.007905138339920948,0.9920948616600791,0.8726591760299626,0.42495784148397975,0.5750421585160203,593,253,88,252,2,233
strawberry,vitb32,15,TipAdapter-selective,entropy,2.0,5.5,0.5754549601791331,0.8,0.960959517897415,0.011320754716981131,0.9886792452830189,0.8951310861423221,0.3625632377740304,0.6374367622259696,593,265,113,215,3,239
strawberry,vitb32,15,TipAdapter-selective,entropy,2.0,5.5,0.5754549601791331,0.9,1.0201823719094638,0.010869565217391304,0.9891304347826086,0.9176029962546817,0.29679595278246207,0.7032040472175379,593,276,141,176,3,245
strawberry,vitb32,16,TipAdapter-hard,none,2.0,5.5,0.5686194625779877,1.0,,0.0,1.0,0.9026217228464419,0.07588532883642496,0.924114671163575,593,269,279,45,0,241
strawberry,vitb32,16,TipAdapter-selective,msp,2.0,5.5,0.5686194625779877,0.4,0.8324261790558701,0.0,1.0,0.3707865168539326,0.5986509274873525,0.4013490725126475,593,102,136,355,0,99
strawberry,vitb32,16,TipAdapter-selective,msp,2.0,5.5,0.5686194625779877,0.5,0.7731976778785126,0.0,1.0,0.48314606741573035,0.4991568296795953,0.5008431703204047,593,135,162,296,0,129
strawberry,vitb32,16,TipAdapter-selective,msp,2.0,5.5,0.5686194625779877,0.6,0.7073322196353763,0.0,1.0,0.5805243445692884,0.403035413153457,0.596964586846543,593,166,188,239,0,155
strawberry,vitb32,16,TipAdapter-selective,msp,2.0,5.5,0.5686194625779877,0.7,0.6558660752651938,0.0,1.0,0.6966292134831461,0.3102866779089376,0.6897133220910624,593,198,211,184,0,186
strawberry,vitb32,16,TipAdapter-selective,msp,2.0,5.5,0.5686194625779877,0.8,0.5788277873764384,0.0,1.0,0.7715355805243446,0.2327150084317032,0.7672849915682968,593,225,230,138,0,206
strawberry,vitb32,16,TipAdapter-selective,msp,2.0,5.5,0.5686194625779877,0.9,0.5084075591586654,0.0,1.0,0.8164794007490637,0.15345699831365936,0.8465430016863407,593,240,262,91,0,218
strawberry,vitb32,16,TipAdapter-selective,margin,2.0,5.5,0.5686194625779877,0.4,0.7273823517534012,0.0,1.0,0.3782771535580524,0.5986509274873525,0.4013490725126475,593,104,134,355,0,101
strawberry,vitb32,16,TipAdapter-selective,margin,2.0,5.5,0.5686194625779877,0.5,0.6193411476129235,0.0,1.0,0.4868913857677903,0.4974704890387858,0.5025295109612142,593,134,164,295,0,130
strawberry,vitb32,16,TipAdapter-selective,margin,2.0,5.5,0.5686194625779877,0.6,0.4993055772834879,0.0,1.0,0.602996254681648,0.403035413153457,0.596964586846543,593,170,184,239,0,161
strawberry,vitb32,16,TipAdapter-selective,margin,2.0,5.5,0.5686194625779877,0.7,0.4100099577088906,0.0,1.0,0.6853932584269663,0.31534569983136596,0.684654300168634,593,197,209,187,0,183
strawberry,vitb32,16,TipAdapter-selective,margin,2.0,5.5,0.5686194625779877,0.8,0.28771118741980245,0.0,1.0,0.7790262172284644,0.23608768971332209,0.7639123102866779,593,225,228,140,0,208
strawberry,vitb32,16,TipAdapter-selective,margin,2.0,5.5,0.5686194625779877,0.9,0.14278894534140946,0.0,1.0,0.8164794007490637,0.15851602023608768,0.8414839797639123,593,241,258,94,0,218
strawberry,vitb32,16,TipAdapter-selective,entropy,2.0,5.5,0.5686194625779877,0.4,0.5553888424465407,0.0,1.0,0.36329588014981273,0.5986509274873525,0.4013490725126475,593,101,137,355,0,97
strawberry,vitb32,16,TipAdapter-selective,entropy,2.0,5.5,0.5686194625779877,0.5,0.6646452182301027,0.0,1.0,0.4756554307116105,0.4991568296795953,0.5008431703204047,593,133,164,296,0,127
strawberry,vitb32,16,TipAdapter-selective,entropy,2.0,5.5,0.5686194625779877,0.6,0.757171470044804,0.0,1.0,0.5730337078651685,0.403035413153457,0.596964586846543,593,164,190,239,0,153
strawberry,vitb32,16,TipAdapter-selective,entropy,2.0,5.5,0.5686194625779877,0.7,0.8313185951497445,0.0,1.0,0.700374531835206,0.3086003372681282,0.6913996627318718,593,204,206,183,0,187
strawberry,vitb32,16,TipAdapter-selective,entropy,2.0,5.5,0.5686194625779877,0.8,0.8975236126081292,0.0,1.0,0.7640449438202247,0.22934232715008432,0.7706576728499157,593,221,236,136,0,204
strawberry,vitb32,16,TipAdapter-selective,entropy,2.0,5.5,0.5686194625779877,0.9,0.9613426972210759,0.0,1.0,0.8426966292134831,0.1433389544688027,0.8566610455311973,593,248,260,85,0,225
strawberry,vitb32,17,TipAdapter-hard,none,2.0,10.0,0.6814825360750449,1.0,,0.0211864406779661,0.978813559322034,0.7790262172284644,0.30354131534569984,0.6964586846543002,593,236,177,180,5,208
strawberry,vitb32,17,TipAdapter-selective,msp,2.0,10.0,0.6814825360750449,0.4,0.6989207471850313,0.0,1.0,0.5730337078651685,0.6172006745362564,0.3827993254637436,593,163,64,366,0,153
strawberry,vitb32,17,TipAdapter-selective,msp,2.0,10.0,0.6814825360750449,0.5,0.6465237925278206,0.0,1.0,0.6104868913857678,0.5564924114671164,0.44350758853288363,593,175,88,330,0,163
strawberry,vitb32,17,TipAdapter-selective,msp,2.0,10.0,0.6814825360750449,0.6,0.5990832034048562,0.0,1.0,0.6666666666666666,0.5042158516020236,0.49578414839797635,593,191,103,299,0,178
strawberry,vitb32,17,TipAdapter-selective,msp,2.0,10.0,0.6814825360750449,0.7,0.5317286458352503,0.004878048780487805,0.9951219512195122,0.700374531835206,0.448566610455312,0.551433389544688,593,205,122,266,1,187
strawberry,vitb32,17,TipAdapter-selective,msp,2.0,10.0,0.6814825360750449,0.8,0.4954607608323069,0.004629629629629629,0.9953703703703703,0.7340823970037453,0.3946037099494098,0.6053962900505903,593,216,143,234,1,196
strawberry,vitb32,17,TipAdapter-selective,msp,2.0,10.0,0.6814825360750449,0.9,0.45613406764329945,0.008771929824561403,0.9912280701754386,0.7602996254681648,0.3456998313659359,0.6543001686340641,593,228,160,205,2,203
strawberry,vitb32,17,TipAdapter-selective,margin,2.0,10.0,0.6814825360750449,0.4,0.47809738754450415,0.0,1.0,0.5730337078651685,0.6256323777403036,0.37436762225969644,593,163,59,371,0,153
strawberry,vitb32,17,TipAdapter-selective,margin,2.0,10.0,0.6814825360750449,0.5,0.39700923919549236,0.0,1.0,0.6142322097378277,0.5716694772344013,0.4283305227655987,593,174,80,339,0,164
strawberry,vitb32,17,TipAdapter-selective,margin,2.0,10.0,0.6814825360750449,0.6,0.29863514397867524,0.0,1.0,0.6591760299625468,0.5075885328836425,0.4924114671163575,593,189,103,301,0,176
strawberry,vitb32,17,TipAdapter-selective,margin,2.0,10.0,0.6814825360750449,0.7,0.19291379497587036,0.0049261083743842365,0.9950738916256158,0.6966292134831461,0.46037099494097805,0.539629005059022,593,203,117,273,1,186
strawberry,vitb32,17,TipAdapter-selective,margin,2.0,10.0,0.6814825360750449,0.8,0.1210879453190189,0.009174311926605505,0.9908256880733946,0.7378277153558053,0.4114671163575042,0.5885328836424958,593,218,131,244,2,197
strawberry,vitb32,17,TipAdapter-selective,margin,2.0,10.0,0.6814825360750449,0.9,0.07282868713570828,0.008849557522123894,0.9911504424778761,0.7565543071161048,0.36930860033726814,0.6306913996627319,593,226,148,219,2,202
strawberry,vitb32,17,TipAdapter-selective,entropy,2.0,10.0,0.6814825360750449,0.4,0.7645586452832072,0.0,1.0,0.5767790262172284,0.6172006745362564,0.3827993254637436,593,164,63,366,0,154
strawberry,vitb32,17,TipAdapter-selective,entropy,2.0,10.0,0.6814825360750449,0.5,0.8081107173255782,0.0,1.0,0.6104868913857678,0.5413153456998314,0.4586846543001686,593,176,96,321,0,163
strawberry,vitb32,17,TipAdapter-selective,entropy,2.0,10.0,0.6814825360750449,0.6,0.8677437041704367,0.0,1.0,0.6441947565543071,0.4924114671163575,0.5075885328836425,593,188,113,292,0,172
strawberry,vitb32,17,TipAdapter-selective,entropy,2.0,10.0,0.6814825360750449,0.7,0.9292997537572592,0.0,1.0,0.6928838951310862,0.4350758853288364,0.5649241146711637,593,201,134,258,0,185
strawberry,vitb32,17,TipAdapter-selective,entropy,2.0,10.0,0.6814825360750449,0.8,0.9846158989140246,0.004608294930875576,0.9953917050691244,0.7378277153558053,0.3844856661045531,0.615514333895447,593,217,148,228,1,197
strawberry,vitb32,17,TipAdapter-selective,entropy,2.0,10.0,0.6814825360750449,0.9,1.041235738311157,0.008620689655172414,0.9913793103448276,0.7752808988764045,0.33895446880269814,0.6610455311973018,593,232,160,201,2,207
strawberry,vitb32,18,TipAdapter-hard,none,2.0,5.5,0.5974229275539599,1.0,,0.0038314176245210726,0.9961685823754789,0.8951310861423221,0.2057335581787521,0.794266441821248,593,261,210,122,1,239
strawberry,vitb32,18,TipAdapter-selective,msp,2.0,5.5,0.5974229275539599,0.4,0.7867393864006264,0.0,1.0,0.4232209737827715,0.6155143338954469,0.38448566610455315,593,117,111,365,0,113
strawberry,vitb32,18,TipAdapter-selective,msp,2.0,5.5,0.5974229275539599,0.5,0.7270219172584617,0.0,1.0,0.49812734082397003,0.5581787521079258,0.4418212478920742,593,137,125,331,0,133
strawberry,vitb32,18,TipAdapter-selective,msp,2.0,5.5,0.5974229275539599,0.6,0.6747329964328157,0.0,1.0,0.5730337078651685,0.48903878583473864,0.5109612141652613,593,161,142,290,0,153
strawberry,vitb32,18,TipAdapter-selective,msp,2.0,5.5,0.5974229275539599,0.7,0.624719713878112,0.0,1.0,0.6666666666666666,0.41989881956155145,0.5801011804384486,593,186,158,249,0,178
strawberry,vitb32,18,TipAdapter-selective,msp,2.0,5.5,0.5974229275539599,0.8,0.5455767741122788,0.0,1.0,0.7265917602996255,0.3473861720067454,0.6526138279932546,593,205,182,206,0,194
strawberry,vitb32,18,TipAdapter-selective,msp,2.0,5.5,0.5974229275539599,0.9,0.49463577858806446,0.0,1.0,0.8014981273408239,0.28161888701517707,0.718381112984823,593,231,195,167,0,214
strawberry,vitb32,18,TipAdapter-selective,margin,2.0,5.5,0.5974229275539599,0.4,0.6235468596918392,0.0,1.0,0.4157303370786517,0.6205733558178752,0.3794266441821248,593,115,110,368,0,111
strawberry,vitb32,18,TipAdapter-selective,margin,2.0,5.5,0.5974229275539599,0.5,0.5463810983022666,0.0,1.0,0.5093632958801498,0.554806070826307,0.44519392917369305,593,140,124,329,0,136
strawberry,vitb32,18,TipAdapter-selective,margin,2.0,5.5,0.5974229275539599,0.6,0.4384067536317334,0.0,1.0,0.6179775280898876,0.4806070826306914,0.5193929173693086,593,171,137,285,0,165
strawberry,vitb32,18,TipAdapter-selective,margin,2.0,5.5,0.5974229275539599,0.7,0.327644768750132,0.0,1.0,0.6779026217228464,0.4148397976391231,0.5851602023608768,593,189,158,246,0,181
strawberry,vitb32,18,TipAdapter-selective,margin,2.0,5.5,0.5974229275539599,0.8,0.21981585388369018,0.0,1.0,0.7453183520599251,0.3440134907251265,0.6559865092748736,593,207,182,204,0,199
strawberry,vitb32,18,TipAdapter-selective,margin,2.0,5.5,0.5974229275539599,0.9,0.10327824363005084,0.0,1.0,0.8239700374531835,0.26475548060708265,0.7352445193929174,593,237,199,157,0,220
