dataset,backbone,family,episode,false_pick_alpha,pick_score_threshold,calibration_false_pick_rate,calibration_coverage,false_pick_rate,pick_precision,pick_recall,revisit_burden,coverage,n_samples,n_pick,n_wait,n_revisit,n_false_pick,n_true_pick,temperature,alpha,beta,proto_weight,calibration_nll
laboro_tomato,vitb16,TipAdapter,8,0.1,0.4879040693524161,0.09813084112149532,0.6467065868263473,0.18050541516245489,0.8194945848375451,0.48036253776435045,0.30985915492957744,0.6901408450704225,1917,277,1046,594,50,159,,1.0,10.0,,0.9473858760001828
laboro_tomato,vitb16,ProtoAdapter,8,0.1,0.37751383202487404,0.09523809523809523,0.6320691949434465,0.1782178217821782,0.8217821782178218,0.32326283987915405,0.33854981742305684,0.6614501825769432,1917,202,1066,649,36,107,,,,8.0,1.0212906325388416
laboro_tomato,vitb16,TipAdapter,9,0.05,0.8363226309051263,0.046511627906976744,0.6300731869594145,0.1223021582733813,0.8776978417266187,0.256797583081571,0.36411058946270214,0.6358894105372979,1917,139,1080,698,17,85,,2.0,10.0,,0.8463658869003317
laboro_tomato,vitb16,ProtoAdapter,9,0.05,0.4324605423220167,0.045454545454545456,0.5495675316034597,0.13793103448275862,0.8620689655172413,0.1510574018126888,0.4413145539906103,0.5586854460093897,1917,87,984,846,12,50,,,,8.0,1.0316615645584162
laboro_tomato,vitb16,TipAdapter,9,0.1,0.7349856299286534,0.1,0.6640053226879574,0.2028301886792453,0.7971698113207547,0.3413897280966767,0.3260302556077204,0.6739697443922796,1917,212,1080,625,43,113,,2.0,10.0,,0.8463658869003317
laboro_tomato,vitb16,ProtoAdapter,9,0.1,0.4079337297243978,0.09876543209876543,0.5988023952095809,0.1839080459770115,0.8160919540229885,0.2809667673716012,0.39593114241001565,0.6040688575899844,1917,174,984,759,32,93,,,,8.0,1.0316615645584162
laboro_tomato,vitb16,TipAdapter,10,0.05,0.6273123054055239,0.049773755656108594,0.7012641383898869,0.11244979919678715,0.8875502008032129,0.4561933534743202,0.28325508607198746,0.7167449139280125,1917,249,1125,543,28,151,,1.0,10.0,,0.9178602027967764
laboro_tomato,vitb16,ProtoAdapter,10,0.05,0.3597756854495796,0.048672566371681415,0.7385229540918163,0.12062256809338522,0.8793774319066148,0.4622356495468278,0.25925925925925924,0.7407407407407407,1917,257,1163,497,31,153,,,,8.0,1.0213797127380755
laboro_tomato,vitb16,TipAdapter,10,0.1,0.5860230151598081,0.09774436090225563,0.7312042581503659,0.1541095890410959,0.845890410958904,0.5075528700906344,0.2608242044861763,0.7391757955138236,1917,292,1125,500,45,168,,1.0,10.0,,0.9178602027967764
laboro_tomato,vitb16,ProtoAdapter,10,0.1,0.3531216831342213,0.09774436090225563,0.7651363938789089,0.15358361774744028,0.8464163822525597,0.4984894259818731,0.24047991653625456,0.7595200834637454,1917,293,1163,461,45,165,,,,8.0,1.0213797127380755
laboro_tomato,vitb16,TipAdapter,11,0.05,0.5134913561533309,0.045454545454545456,0.686626746506986,0.13580246913580246,0.8641975308641976,0.29607250755287007,0.31507563901930097,0.684924360980699,1917,162,1151,604,22,98,,1.0,10.0,,0.8658762616171753
laboro_tomato,vitb16,ProtoAdapter,11,0.05,0.39781011095965885,0.046357615894039736,0.6087824351297405,0.1375,0.8625,0.27794561933534745,0.37245696400625977,0.6275430359937402,1917,160,1043,714,22,92,,,,8.0,1.0180684847868544
laboro_tomato,vitb16,TipAdapter,11,0.1,0.4770524601086349,0.09844559585492228,0.7125748502994012,0.1650485436893204,0.8349514563106796,0.3474320241691843,0.2921231090245175,0.7078768909754825,1917,206,1151,560,34,115,,1.0,10.0,,0.8658762616171753
laboro_tomato,vitb16,ProtoAdapter,11,0.1,0.3884518379475285,0.0972972972972973,0.6314038589487692,0.1943127962085308,0.8056872037914692,0.3323262839879154,0.3458528951486698,0.6541471048513302,1917,211,1043,663,41,110,,,,8.0,1.0180684847868544
laboro_tomato,vitb16,TipAdapter,12,0.05,0.6236270032003796,0.04794520547945205,0.5582168995342648,0.11834319526627218,0.8816568047337279,0.3202416918429003,0.42670839853938447,0.5732916014606155,1917,169,930,818,20,106,,1.0,10.0,,0.9156210584289645
laboro_tomato,vitb16,ProtoAdapter,12,0.05,0.42359913033391056,0.05,0.5854956753160345,0.18823529411764706,0.8117647058823529,0.14803625377643503,0.39697443922796033,0.6030255607720396,1917,85,1071,761,16,49,,,,8.0,1.0238123097061074
laboro_tomato,vitb16,TipAdapter,12,0.1,0.5869072015277222,0.09944751381215469,0.5815036593479708,0.17391304347826086,0.8260869565217391,0.3504531722054381,0.40688575899843504,0.593114241001565,1917,207,930,780,36,116,,1.0,10.0,,0.9156210584289645
laboro_tomato,vitb16,ProtoAdapter,12,0.1,0.4113721254945607,0.09917355371900827,0.6127744510978044,0.1935483870967742,0.8064516129032258,0.18731117824773413,0.3766301512780386,0.6233698487219614,1917,124,1071,722,24,62,,,,8.0,1.0238123097061074
laboro_tomato,vitb16,TipAdapter,13,0.05,0.510615046283961,0.04838709677419355,0.7332002661343979,0.11666666666666667,0.8833333333333333,0.11782477341389729,0.2717788210745957,0.7282211789254043,1917,60,1336,521,7,39,,2.0,5.5,,0.7444808311651352
laboro_tomato,vitb16,ProtoAdapter,13,0.05,0.38779638779654274,0.04878048780487805,0.6447105788423153,0.125,0.875,0.12386706948640483,0.3677621283255086,0.6322378716744914,1917,72,1140,705,9,41,,,,8.0,1.0342135680722908
laboro_tomato,vitb16,TipAdapter,13,0.1,0.4765528947456741,0.09876543209876543,0.7458416500332667,0.13253012048192772,0.8674698795180723,0.1540785498489426,0.2597809076682316,0.7402190923317684,1917,83,1336,498,11,51,,2.0,5.5,,0.7444808311651352
laboro_tomato,vitb16,ProtoAdapter,13,0.1,0.37467325750925495,0.09933774834437085,0.6906187624750499,0.17880794701986755,0.8211920529801324,0.229607250755287,0.32655190401669276,0.6734480959833072,1917,151,1140,626,27,76,,,,8.0,1.0342135680722908
laboro_tomato,vitb16,TipAdapter,14,0.05,0.7944031566573939,0.04838709677419355,0.6187624750499001,0.09923664122137404,0.9007633587786259,0.2688821752265861,0.37819509650495564,0.6218049034950444,1917,131,1061,725,13,89,,2.0,10.0,,0.876635317431236
laboro_tomato,vitb16,ProtoAdapter,14,0.05,0.3995294914270094,0.04310344827586207,0.6087824351297405,0.1559633027522936,0.8440366972477065,0.2054380664652568,0.3792383933229004,0.6207616066770996,1917,109,1081,727,17,68,,,,8.0,1.0272829271439397
laboro_tomato,vitb16,TipAdapter,14,0.1,0.7529201317580418,0.0967741935483871,0.6393878908848969,0.13872832369942195,0.8612716763005781,0.3293051359516616,0.35628586332811685,0.6437141366718832,1917,173,1061,683,24,109,,2.0,10.0,,0.876635317431236
laboro_tomato,vitb16,ProtoAdapter,14,0.1,0.3896256403949355,0.09815950920245399,0.6400532268795742,0.18235294117647058,0.8176470588235294,0.29003021148036257,0.3474178403755869,0.6525821596244131,1917,170,1081,666,31,96,,,,8.0,1.0272829271439397
laboro_tomato,vitb16,TipAdapter,15,0.05,0.637345123853962,0.04864864864864865,0.7558216899534265,0.11374407582938388,0.8862559241706162,0.38972809667673713,0.22170057381324987,0.7782994261867502,1917,211,1281,425,24,129,,1.0,10.0,,0.8418226176888969
laboro_tomato,vitb16,ProtoAdapter,15,0.05,0.3953380455425219,0.04794520547945205,0.6666666666666667,0.1103448275862069,0.8896551724137931,0.2688821752265861,0.31768388106416273,0.6823161189358373,1917,145,1163,609,16,89,,,,8.0,1.0036303116944323
laboro_tomato,vitb16,TipAdapter,15,0.1,0.5910157339602027,0.09917355371900827,0.7937458416500333,0.14885496183206107,0.851145038167939,0.4501510574018127,0.1950965049556599,0.8049034950443401,1917,262,1281,374,39,149,,1.0,10.0,,0.8418226176888969
laboro_tomato,vitb16,ProtoAdapter,15,0.1,0.38135919661461465,0.09895833333333333,0.697272122421823,0.17289719626168223,0.8271028037383178,0.3413897280966767,0.28169014084507044,0.7183098591549295,1917,214,1163,540,37,113,,,,8.0,1.0036303116944323
laboro_tomato,vitb16,TipAdapter,16,0.05,0.6961132189237565,0.047619047619047616,0.4610778443113772,0.12337662337662338,0.8766233766233766,0.28700906344410876,0.5581637976004173,0.44183620239958266,1917,154,693,1070,19,95,,1.0,10.0,,0.972028786429847
laboro_tomato,vitb16,ProtoAdapter,16,0.05,0.428965096153593,0.04878048780487805,0.5595475715236194,0.12195121951219512,0.8780487804878049,0.14501510574018128,0.4647887323943662,0.5352112676056338,1917,82,944,891,10,48,,,,8.0,1.0123328334309913
laboro_tomato,vitb16,TipAdapter,16,0.1,0.6350239445957984,0.0962566844919786,0.48769128409846974,0.18181818181818182,0.8181818181818181,0.36555891238670696,0.523735002608242,0.476264997391758,1917,220,693,1004,40,121,,1.0,10.0,,0.972028786429847
laboro_tomato,vitb16,ProtoAdapter,16,0.1,0.39692170089526907,0.09770114942528736,0.6207584830339321,0.21354166666666666,0.7864583333333334,0.3021148036253776,0.4074074074074074,0.5925925925925926,1917,192,944,781,41,100,,,,8.0,1.0123328334309913
laboro_tomato,vitb16,TipAdapter,17,0.05,0.39209720774269424,0.04797047970479705,0.9660678642714571,0.10032362459546926,0.8996763754045307,0.540785498489426,0.04225352112676056,0.9577464788732395,1917,309,1527,81,31,179,,2.0,5.5,,0.7219131496380541
laboro_tomato,vitb16,ProtoAdapter,17,0.05,0.34546092444479937,0.045714285714285714,0.7538256819693945,0.05045871559633028,0.9495412844036697,0.4501510574018127,0.25612936880542514,0.7438706311945749,1917,218,1208,491,11,149,,,,8.0,1.0431496269412803
laboro_tomato,vitb16,TipAdapter,17,0.1,0.3390087410901758,0.07142857142857142,0.9720558882235529,0.12844036697247707,0.8715596330275229,0.552870090634441,0.03286384976525822,0.9671361502347418,1917,327,1527,63,42,183,,2.0,5.5,,0.7219131496380541
laboro_tomato,vitb16,ProtoAdapter,17,0.1,0.3343877149862181,0.09545454545454546,0.7837658017298736,0.15579710144927536,0.8442028985507246,0.5045317220543807,0.22587376108502868,0.7741262389149713,1917,276,1208,433,43,167,,,,8.0,1.0431496269412803
laboro_tomato,vitb16,TipAdapter,18,0.05,0.4683169828354351,0.04895104895104895,0.6753160345974718,0.09580838323353294,0.9041916167664671,0.3474320241691843,0.30568596765779865,0.6943140323422013,1917,167,1164,586,16,115,,1.0,10.0,,0.8718290520128569
laboro_tomato,vitb16,ProtoAdapter,18,0.05,0.3575641323007044,0.04424778761061947,0.64604125083167,0.07432432432432433,0.9256756756756757,0.31722054380664655,0.31664058424621805,0.6833594157537819,1917,148,1162,607,11,105,,,,8.0,1.0038823824590477
laboro_tomato,vitb16,TipAdapter,18,0.1,0.4327731331321312,0.09523809523809523,0.6919494344644046,0.1518324607329843,0.8481675392670157,0.36555891238670696,0.2931664058424622,0.7068335941575379,1917,191,1164,562,29,121,,1.0,10.0,,0.8718290520128569
laboro_tomato,vitb16,ProtoAdapter,18,0.1,0.3511840359189941,0.09774436090225563,0.6593479707252162,0.15204678362573099,0.847953216374269,0.3323262839879154,0.3046426708398539,0.695357329160146,1917,171,1162,584,26,110,,,,8.0,1.0038823824590477
laboro_tomato,vitb16,TipAdapter,19,0.05,0.585997204467629,0.04580152671755725,0.6999334664005323,0.11278195488721804,0.887218045112782,0.2628398791540785,0.288471570161711,0.711528429838289,1917,133,1231,553,15,87,,2.0,10.0,,0.8214616299730721
laboro_tomato,vitb16,ProtoAdapter,19,0.05,0.39598684834660375,0.043478260869565216,0.654690618762475,0.11538461538461539,0.8846153846153846,0.09969788519637462,0.3286384976525822,0.6713615023474178,1917,52,1235,630,6,33,,,,8.0,1.003259391800801
laboro_tomato,vitb16,TipAdapter,19,0.1,0.5218910609768392,0.09941520467836257,0.7265469061876247,0.19021739130434784,0.8097826086956521,0.3293051359516616,0.261867501304121,0.738132498695879,1917,184,1231,502,35,109,,2.0,10.0,,0.8214616299730721
laboro_tomato,vitb16,ProtoAdapter,19,0.1,0.3740068070345146,0.0967741935483871,0.7119095143047238,0.2,0.8,0.2628398791540785,0.2696922274387063,0.7303077725612936,1917,165,1235,517,33,87,,,,8.0,1.003259391800801
