dataset,backbone,episode,baseline,selector,proto_weight,calibration_nll,target_coverage,selector_threshold,false_pick_rate,pick_precision,pick_recall,revisit_burden,coverage,n_samples,n_pick,n_wait,n_revisit,n_false_pick,n_true_pick
strawberry,vitb32,9,ProtoAdapter-selective,msp,8.0,0.9860678049721527,0.7,0.3701411007227163,0.01764705882352941,0.9823529411764705,0.5692883895131086,0.49409780775716694,0.5059021922428331,593,170,130,293,3,152
strawberry,vitb32,9,ProtoAdapter-selective,msp,8.0,0.9860678049721527,0.8,0.3640159958421886,0.026595744680851064,0.973404255319149,0.6217228464419475,0.433389544688027,0.5666104553119731,593,188,148,257,5,166
strawberry,vitb32,9,ProtoAdapter-selective,msp,8.0,0.9860678049721527,0.9,0.3584097316244931,0.029850746268656716,0.9701492537313433,0.651685393258427,0.3827993254637437,0.6172006745362564,593,201,165,227,6,174
strawberry,vitb32,9,ProtoAdapter-selective,margin,8.0,0.9860678049721527,0.4,0.05566259184269057,0.0,1.0,0.4419475655430712,0.6913996627318718,0.3086003372681282,593,125,58,410,0,118
strawberry,vitb32,9,ProtoAdapter-selective,margin,8.0,0.9860678049721527,0.5,0.04533904167522157,0.0,1.0,0.49812734082397003,0.627318718381113,0.37268128161888703,593,143,78,372,0,133
strawberry,vitb32,9,ProtoAdapter-selective,margin,8.0,0.9860678049721527,0.6,0.0366657461610721,0.0,1.0,0.5617977528089888,0.5564924114671164,0.44350758853288363,593,165,98,330,0,150
strawberry,vitb32,9,ProtoAdapter-selective,margin,8.0,0.9860678049721527,0.7,0.025738717655785448,0.005555555555555556,0.9944444444444445,0.599250936329588,0.4957841483979764,0.5042158516020236,593,180,119,294,1,160
strawberry,vitb32,9,ProtoAdapter-selective,margin,8.0,0.9860678049721527,0.8,0.018916609742137047,0.015463917525773196,0.9845360824742269,0.6367041198501873,0.4350758853288364,0.5649241146711637,593,194,141,258,3,170
strawberry,vitb32,9,ProtoAdapter-selective,margin,8.0,0.9860678049721527,0.9,0.008048165601659885,0.023809523809523808,0.9761904761904762,0.6891385767790262,0.3760539629005059,0.623946037099494,593,210,160,223,5,184
strawberry,vitb32,9,ProtoAdapter-selective,entropy,8.0,0.9860678049721527,0.4,1.0892628241934668,0.02727272727272727,0.9727272727272728,0.39325842696629215,0.7065767284991569,0.29342327150084313,593,110,64,419,3,105
strawberry,vitb32,9,ProtoAdapter-selective,entropy,8.0,0.9860678049721527,0.5,1.090648880513585,0.03125,0.96875,0.4344569288389513,0.6391231028667791,0.3608768971332209,593,128,86,379,4,116
strawberry,vitb32,9,ProtoAdapter-selective,entropy,8.0,0.9860678049721527,0.6,1.0920440040649355,0.026845637583892617,0.9731543624161074,0.49063670411985016,0.5767284991568297,0.42327150084317033,593,149,102,342,4,131
strawberry,vitb32,9,ProtoAdapter-selective,entropy,8.0,0.9860678049721527,0.7,1.0936459929743825,0.028901734104046242,0.9710982658959537,0.5692883895131086,0.5042158516020236,0.49578414839797635,593,173,121,299,5,152
strawberry,vitb32,9,ProtoAdapter-selective,entropy,8.0,0.9860678049721527,0.8,1.095085093956403,0.0273224043715847,0.9726775956284153,0.602996254681648,0.4418212478920742,0.5581787521079258,593,183,148,262,5,161
strawberry,vitb32,9,ProtoAdapter-selective,entropy,8.0,0.9860678049721527,0.9,1.0963770732941387,0.030612244897959183,0.9693877551020408,0.6441947565543071,0.38617200674536256,0.6138279932546374,593,196,168,229,6,172
strawberry,vitb32,10,ProtoAdapter-hard,none,8.0,1.00503299550651,1.0,,0.01485148514851485,0.9851485148514851,0.6891385767790262,0.27318718381112983,0.7268128161888702,593,202,229,162,3,184
strawberry,vitb32,10,ProtoAdapter-selective,msp,8.0,1.00503299550651,0.4,0.3757182871544537,0.0,1.0,0.299625468164794,0.6728499156829679,0.3271500843170321,593,85,109,399,0,80
strawberry,vitb32,10,ProtoAdapter-selective,msp,8.0,1.00503299550651,0.5,0.3713399687603188,0.0,1.0,0.37453183520599254,0.6003372681281619,0.3996627318718381,593,107,130,356,0,100
strawberry,vitb32,10,ProtoAdapter-selective,msp,8.0,1.00503299550651,0.6,0.3675541878208583,0.0,1.0,0.45318352059925093,0.5278246205733558,0.4721753794266442,593,128,152,313,0,121
strawberry,vitb32,10,ProtoAdapter-selective,msp,8.0,1.00503299550651,0.7,0.36237668784706994,0.006578947368421052,0.993421052631579,0.5393258426966292,0.45868465430016864,0.5413153456998314,593,152,169,272,1,144
strawberry,vitb32,10,ProtoAdapter-selective,msp,8.0,1.00503299550651,0.8,0.3555663013460333,0.006060606060606061,0.9939393939393939,0.5880149812734082,0.3962900505902192,0.6037099494097808,593,165,193,235,1,157
strawberry,vitb32,10,ProtoAdapter-selective,msp,8.0,1.00503299550651,0.9,0.34925057121376457,0.0055248618784530384,0.994475138121547,0.6367041198501873,0.327150084317032,0.6728499156829679,593,181,218,194,1,170
strawberry,vitb32,10,ProtoAdapter-selective,margin,8.0,1.00503299550651,0.4,0.04144393430574911,0.014492753623188406,0.9855072463768116,0.24719101123595505,0.6661045531197302,0.33389544688026984,593,69,129,395,1,66
strawberry,vitb32,10,ProtoAdapter-selective,margin,8.0,1.00503299550651,0.5,0.03580967027627352,0.01098901098901099,0.989010989010989,0.3295880149812734,0.5902192242833052,0.4097807757166948,593,91,152,350,1,88
strawberry,vitb32,10,ProtoAdapter-selective,margin,8.0,1.00503299550651,0.6,0.025826201824904804,0.009009009009009009,0.990990990990991,0.4044943820224719,0.5177065767284992,0.4822934232715008,593,111,175,307,1,108
strawberry,vitb32,10,ProtoAdapter-selective,margin,8.0,1.00503299550651,0.7,0.020500250950203858,0.0072992700729927005,0.9927007299270073,0.49063670411985016,0.45193929173693087,0.5480607082630691,593,137,188,268,1,131
strawberry,vitb32,10,ProtoAdapter-selective,margin,8.0,1.00503299550651,0.8,0.013473241158100502,0.00625,0.99375,0.5617977528089888,0.38617200674536256,0.6138279932546374,593,160,204,229,1,150
strawberry,vitb32,10,ProtoAdapter-selective,margin,8.0,1.00503299550651,0.9,0.00810295427902652,0.011235955056179775,0.9887640449438202,0.6254681647940075,0.3305227655986509,0.6694772344013491,593,178,219,196,2,167
strawberry,vitb32,10,ProtoAdapter-selective,entropy,8.0,1.00503299550651,0.4,1.0924811565389063,0.0,1.0,0.35580524344569286,0.684654300168634,0.31534569983136596,593,102,85,406,0,95
strawberry,vitb32,10,ProtoAdapter-selective,entropy,8.0,1.00503299550651,0.5,1.0937230614965487,0.0,1.0,0.40823970037453183,0.6172006745362564,0.3827993254637436,593,116,111,366,0,109
strawberry,vitb32,10,ProtoAdapter-selective,entropy,8.0,1.00503299550651,0.6,1.0947906682499875,0.0,1.0,0.4943820224719101,0.5362563237774031,0.46374367622259693,593,139,136,318,0,132
strawberry,vitb32,10,ProtoAdapter-selective,entropy,8.0,1.00503299550651,0.7,1.0956597179615692,0.0,1.0,0.5280898876404494,0.4772344013490725,0.5227655986509274,593,148,162,283,0,141
strawberry,vitb32,10,ProtoAdapter-selective,entropy,8.0,1.00503299550651,0.8,1.0969348389995555,0.006097560975609756,0.9939024390243902,0.5767790262172284,0.3962900505902192,0.6037099494097808,593,164,194,235,1,154
strawberry,vitb32,10,ProtoAdapter-selective,entropy,8.0,1.00503299550651,0.9,1.0976406944670876,0.0055248618784530384,0.994475138121547,0.6367041198501873,0.33558178752107926,0.6644182124789207,593,181,213,199,1,170
strawberry,vitb32,11,ProtoAdapter-hard,none,8.0,0.9854377095929264,1.0,,0.0273972602739726,0.9726027397260274,0.7528089887640449,0.25463743676222594,0.7453625632377741,593,219,223,151,6,201
strawberry,vitb32,11,ProtoAdapter-selective,msp,8.0,0.9854377095929264,0.4,0.3897803920338424,0.0,1.0,0.3258426966292135,0.6661045531197302,0.33389544688026984,593,88,110,395,0,87
strawberry,vitb32,11,ProtoAdapter-selective,msp,8.0,0.9854377095929264,0.5,0.383785946349869,0.0,1.0,0.3970037453183521,0.596964586846543,0.40303541315345703,593,112,127,354,0,106
strawberry,vitb32,11,ProtoAdapter-selective,msp,8.0,0.9854377095929264,0.6,0.3779752733687249,0.0,1.0,0.4681647940074906,0.5278246205733558,0.4721753794266442,593,131,149,313,0,125
strawberry,vitb32,11,ProtoAdapter-selective,msp,8.0,0.9854377095929264,0.7,0.37222334156199366,0.0,1.0,0.5393258426966292,0.47217537942664417,0.5278246205733559,593,152,161,280,0,144
strawberry,vitb32,11,ProtoAdapter-selective,msp,8.0,0.9854377095929264,0.8,0.36485725299255267,0.0,1.0,0.5917602996254682,0.41989881956155145,0.5801011804384486,593,166,178,249,0,158
strawberry,vitb32,11,ProtoAdapter-selective,msp,8.0,0.9854377095929264,0.9,0.3567828870751128,0.005154639175257732,0.9948453608247423,0.6891385767790262,0.33220910623946037,0.6677908937605397,593,194,202,197,1,184
strawberry,vitb32,11,ProtoAdapter-selective,margin,8.0,0.9854377095929264,0.4,0.05721755032918335,0.0,1.0,0.30337078651685395,0.6610455311973018,0.3389544688026982,593,81,120,392,0,81
strawberry,vitb32,11,ProtoAdapter-selective,margin,8.0,0.9854377095929264,0.5,0.04560768466026244,0.0,1.0,0.4157303370786517,0.5851602023608768,0.41483979763912315,593,114,132,347,0,111
strawberry,vitb32,11,ProtoAdapter-selective,margin,8.0,0.9854377095929264,0.6,0.03721531530245281,0.007633587786259542,0.9923664122137404,0.4681647940074906,0.5109612141652614,0.4890387858347386,593,131,159,303,1,125
strawberry,vitb32,11,ProtoAdapter-selective,margin,8.0,0.9854377095929264,0.7,0.027398548498520692,0.006666666666666667,0.9933333333333333,0.5393258426966292,0.448566610455312,0.551433389544688,593,150,177,266,1,144
strawberry,vitb32,11,ProtoAdapter-selective,margin,8.0,0.9854377095929264,0.8,0.021994607879166572,0.00558659217877095,0.994413407821229,0.6254681647940075,0.37268128161888703,0.627318718381113,593,179,193,221,1,167
strawberry,vitb32,11,ProtoAdapter-selective,margin,8.0,0.9854377095929264,0.9,0.010186772457239923,0.010101010101010102,0.98989898989899,0.6928838951310862,0.3136593591905565,0.6863406408094435,593,198,209,186,2,185
strawberry,vitb32,11,ProtoAdapter-selective,entropy,8.0,0.9854377095929264,0.4,1.087248073048165,0.0,1.0,0.31835205992509363,0.688026981450253,0.311973018549747,593,89,96,408,0,85
strawberry,vitb32,11,ProtoAdapter-selective,entropy,8.0,0.9854377095929264,0.5,1.0898113844268396,0.0,1.0,0.3782771535580524,0.6256323777403036,0.37436762225969644,593,105,117,371,0,101
strawberry,vitb32,11,ProtoAdapter-selective,entropy,8.0,0.9854377095929264,0.6,1.091684348484038,0.0,1.0,0.44569288389513106,0.5480607082630692,0.4519392917369308,593,125,143,325,0,119
strawberry,vitb32,11,ProtoAdapter-selective,entropy,8.0,0.9854377095929264,0.7,1.0935318052450962,0.0,1.0,0.5131086142322098,0.4839797639123103,0.5160202360876898,593,145,161,287,0,137
strawberry,vitb32,11,ProtoAdapter-selective,entropy,8.0,0.9854377095929264,0.8,1.095165879522974,0.0,1.0,0.5842696629213483,0.42158516020236086,0.5784148397976392,593,164,179,250,0,156
strawberry,vitb32,11,ProtoAdapter-selective,entropy,8.0,0.9854377095929264,0.9,1.0968091593943279,0.0,1.0,0.6816479400749064,0.33895446880269814,0.6610455311973018,593,191,201,201,0,182
strawberry,vitb32,12,ProtoAdapter-hard,none,8.0,1.0056191099254108,1.0,,0.0040650406504065045,0.9959349593495935,0.8314606741573034,0.2630691399662732,0.7369308600337268,593,246,191,156,1,222
strawberry,vitb32,12,ProtoAdapter-selective,msp,8.0,1.0056191099254108,0.4,0.38290214408638445,0.0,1.0,0.35580524344569286,0.6509274873524452,0.3490725126475548,593,102,105,386,0,95
strawberry,vitb32,12,ProtoAdapter-selective,msp,8.0,1.0056191099254108,0.5,0.37581036568778214,0.0,1.0,0.42696629213483145,0.5885328836424958,0.4114671163575042,593,124,120,349,0,114
strawberry,vitb32,12,ProtoAdapter-selective,msp,8.0,1.0056191099254108,0.6,0.3704039501802615,0.0,1.0,0.5093632958801498,0.5193929173693086,0.4806070826306914,593,151,134,308,0,136
strawberry,vitb32,12,ProtoAdapter-selective,msp,8.0,1.0056191099254108,0.7,0.36452367584937334,0.0,1.0,0.5805243445692884,0.4536256323777403,0.5463743676222597,593,173,151,269,0,155
strawberry,vitb32,12,ProtoAdapter-selective,msp,8.0,1.0056191099254108,0.8,0.35792206314632513,0.0,1.0,0.6704119850187266,0.39291736930860033,0.6070826306913997,593,197,163,233,0,179
strawberry,vitb32,12,ProtoAdapter-selective,msp,8.0,1.0056191099254108,0.9,0.3503327125456458,0.004545454545454545,0.9954545454545455,0.7490636704119851,0.33558178752107926,0.6644182124789207,593,220,174,199,1,200
strawberry,vitb32,12,ProtoAdapter-selective,margin,8.0,1.0056191099254108,0.4,0.04355408152947726,0.0,1.0,0.2958801498127341,0.6762225969645869,0.32377740303541314,593,82,110,401,0,79
strawberry,vitb32,12,ProtoAdapter-selective,margin,8.0,1.0056191099254108,0.5,0.03558943450661012,0.0,1.0,0.3782771535580524,0.6104553119730185,0.3895446880269815,593,108,123,362,0,101
strawberry,vitb32,12,ProtoAdapter-selective,margin,8.0,1.0056191099254108,0.6,0.02757309164732913,0.0,1.0,0.49812734082397003,0.5278246205733558,0.4721753794266442,593,140,140,313,0,133
strawberry,vitb32,12,ProtoAdapter-selective,margin,8.0,1.0056191099254108,0.7,0.019497097202007874,0.0,1.0,0.599250936329588,0.45699831365935917,0.5430016863406408,593,170,152,271,0,160
strawberry,vitb32,12,ProtoAdapter-selective,margin,8.0,1.0056191099254108,0.8,0.012706923513232826,0.0,1.0,0.6891385767790262,0.38617200674536256,0.6138279932546374,593,197,167,229,0,184
strawberry,vitb32,12,ProtoAdapter-selective,margin,8.0,1.0056191099254108,0.9,0.006289249213662362,0.0,1.0,0.7715355805243446,0.32040472175379425,0.6795952782462058,593,223,180,190,0,206
strawberry,vitb32,12,ProtoAdapter-selective,entropy,8.0,1.0056191099254108,0.4,1.0894084133119453,0.0,1.0,0.4044943820224719,0.6661045531197302,0.33389544688026984,593,122,76,395,0,108
strawberry,vitb32,12,ProtoAdapter-selective,entropy,8.0,1.0056191099254108,0.5,1.091182184265648,0.0,1.0,0.45318352059925093,0.5868465430016864,0.41315345699831363,593,137,108,348,0,121
strawberry,vitb32,12,ProtoAdapter-selective,entropy,8.0,1.0056191099254108,0.6,1.0932527947084476,0.0,1.0,0.5093632958801498,0.5143338954468802,0.48566610455311976,593,154,134,305,0,136
strawberry,vitb32,12,ProtoAdapter-selective,entropy,8.0,1.0056191099254108,0.7,1.0948882823725774,0.00558659217877095,0.994413407821229,0.599250936329588,0.448566610455312,0.551433389544688,593,179,148,266,1,160
strawberry,vitb32,12,ProtoAdapter-selective,entropy,8.0,1.0056191099254108,0.8,1.0960920609896878,0.00510204081632653,0.9948979591836735,0.6629213483146067,0.3946037099494098,0.6053962900505903,593,196,163,234,1,177
strawberry,vitb32,12,ProtoAdapter-selective,entropy,8.0,1.0056191099254108,0.9,1.0976186786396174,0.004545454545454545,0.9954545454545455,0.7490636704119851,0.33558178752107926,0.6644182124789207,593,220,174,199,1,200
strawberry,vitb32,13,ProtoAdapter-hard,none,8.0,0.99318608973455,1.0,,0.0,1.0,0.7827715355805244,0.2175379426644182,0.7824620573355818,593,223,241,129,0,209
strawberry,vitb32,13,ProtoAdapter-selective,msp,8.0,0.99318608973455,0.4,0.38455935136404673,0.0,1.0,0.3258426966292135,0.6020236087689713,0.3979763912310287,593,90,146,357,0,87
strawberry,vitb32,13,ProtoAdapter-selective,msp,8.0,0.99318608973455,0.5,0.37558573355954084,0.0,1.0,0.4232209737827715,0.5160202360876898,0.48397976391231023,593,117,170,306,0,113
strawberry,vitb32,13,ProtoAdapter-selective,msp,8.0,0.99318608973455,0.6,0.3693202502768112,0.0,1.0,0.5093632958801498,0.45531197301854975,0.5446880269814502,593,142,181,270,0,136
strawberry,vitb32,13,ProtoAdapter-selective,msp,8.0,0.99318608973455,0.7,0.36500481887453734,0.0,1.0,0.550561797752809,0.4131534569983137,0.5868465430016863,593,157,191,245,0,147
strawberry,vitb32,13,ProtoAdapter-selective,msp,8.0,0.99318608973455,0.8,0.3595895007970315,0.0,1.0,0.6292134831460674,0.3608768971332209,0.6391231028667791,593,178,201,214,0,168
strawberry,vitb32,13,ProtoAdapter-selective,msp,8.0,0.99318608973455,0.9,0.34802964848706874,0.0,1.0,0.7191011235955056,0.2934232715008432,0.7065767284991569,593,206,213,174,0,192
strawberry,vitb32,13,ProtoAdapter-selective,margin,8.0,0.99318608973455,0.4,0.05010436315278022,0.0,1.0,0.352059925093633,0.612141652613828,0.387858347386172,593,95,135,363,0,94
strawberry,vitb32,13,ProtoAdapter-selective,margin,8.0,0.99318608973455,0.5,0.040052022553636324,0.0,1.0,0.45692883895131087,0.5345699831365935,0.46543001686340646,593,124,152,317,0,122
strawberry,vitb32,13,ProtoAdapter-selective,margin,8.0,0.99318608973455,0.6,0.03200294994029984,0.0,1.0,0.5655430711610487,0.46037099494097805,0.539629005059022,593,157,163,273,0,151
strawberry,vitb32,13,ProtoAdapter-selective,margin,8.0,0.99318608973455,0.7,0.020647370165557233,0.0,1.0,0.6367041198501873,0.3962900505902192,0.6037099494097808,593,178,180,235,0,170
strawberry,vitb32,13,ProtoAdapter-selective,margin,8.0,0.99318608973455,0.8,0.01198494813015355,0.0,1.0,0.6928838951310862,0.31871838111298484,0.6812816188870152,593,199,205,189,0,185
strawberry,vitb32,13,ProtoAdapter-selective,margin,8.0,0.99318608973455,0.9,0.007351460568420232,0.0,1.0,0.7415730337078652,0.26981450252951095,0.7301854974704891,593,212,221,160,0,198
strawberry,vitb32,13,ProtoAdapter-selective,entropy,8.0,0.99318608973455,0.4,1.0892327613822625,0.0,1.0,0.2883895131086142,0.6104553119730185,0.3895446880269815,593,80,151,362,0,77
strawberry,vitb32,13,ProtoAdapter-selective,entropy,8.0,0.99318608973455,0.5,1.0918644203488996,0.0,1.0,0.36704119850187267,0.5413153456998314,0.4586846543001686,593,102,170,321,0,98
strawberry,vitb32,13,ProtoAdapter-selective,entropy,8.0,0.99318608973455,0.6,1.0935373679700082,0.0,1.0,0.42696629213483145,0.4772344013490725,0.5227655986509274,593,122,188,283,0,114
strawberry,vitb32,13,ProtoAdapter-selective,entropy,8.0,0.99318608973455,0.7,1.0947785762765243,0.0,1.0,0.5131086142322098,0.42495784148397975,0.5750421585160203,593,147,194,252,0,137
strawberry,vitb32,13,ProtoAdapter-selective,entropy,8.0,0.99318608973455,0.8,1.0960158245636058,0.0,1.0,0.602996254681648,0.37268128161888703,0.627318718381113,593,171,201,221,0,161
strawberry,vitb32,13,ProtoAdapter-selective,entropy,8.0,0.99318608973455,0.9,1.097893153307532,0.0,1.0,0.704119850187266,0.29679595278246207,0.7032040472175379,593,202,215,176,0,188
strawberry,vitb32,14,ProtoAdapter-hard,none,8.0,0.9956559512292937,1.0,,0.050505050505050504,0.9494949494949495,0.6104868913857678,0.36930860033726814,0.6306913996627319,593,198,176,219,10,163
strawberry,vitb32,14,ProtoAdapter-selective,msp,8.0,0.9956559512292937,0.4,0.3927243608825955,0.0,1.0,0.3295880149812734,0.7925801011804384,0.20741989881956158,593,89,34,470,0,88
strawberry,vitb32,14,ProtoAdapter-selective,msp,8.0,0.9956559512292937,0.5,0.3872865096697604,0.0,1.0,0.36704119850187267,0.7284991568296796,0.2715008431703204,593,101,60,432,0,98
strawberry,vitb32,14,ProtoAdapter-selective,msp,8.0,0.9956559512292937,0.6,0.3817034031186011,0.017241379310344827,0.9827586206896551,0.40823970037453183,0.6661045531197302,0.33389544688026984,593,116,82,395,2,109
strawberry,vitb32,14,ProtoAdapter-selective,msp,8.0,0.9956559512292937,0.7,0.3746089566145559,0.06338028169014084,0.9366197183098591,0.45692883895131087,0.5784148397976391,0.4215851602023609,593,142,108,343,9,122
strawberry,vitb32,14,ProtoAdapter-selective,msp,8.0,0.9956559512292937,0.8,0.36742070725772374,0.06369426751592357,0.9363057324840764,0.49812734082397003,0.5092748735244519,0.4907251264755481,593,157,134,302,10,133
strawberry,vitb32,14,ProtoAdapter-selective,msp,8.0,0.9956559512292937,0.9,0.3596437749094953,0.055865921787709494,0.9441340782122905,0.5730337078651685,0.43676222596964587,0.5632377740303541,593,179,155,259,10,153
strawberry,vitb32,14,ProtoAdapter-selective,margin,8.0,0.9956559512292937,0.4,0.0654726462668207,0.0,1.0,0.35580524344569286,0.7841483979763912,0.21585160202360876,593,96,32,465,0,95
strawberry,vitb32,14,ProtoAdapter-selective,margin,8.0,0.9956559512292937,0.5,0.054408181447706705,0.0,1.0,0.40823970037453183,0.7116357504215851,0.2883642495784149,593,112,59,422,0,109
strawberry,vitb32,14,ProtoAdapter-selective,margin,8.0,0.9956559512292937,0.6,0.04584217509339006,0.0,1.0,0.46441947565543074,0.6441821247892074,0.35581787521079256,593,132,79,382,0,124
strawberry,vitb32,14,ProtoAdapter-selective,margin,8.0,0.9956559512292937,0.7,0.03509891946917143,0.0,1.0,0.5168539325842697,0.5801011804384486,0.4198988195615514,593,150,99,344,0,138
strawberry,vitb32,14,ProtoAdapter-selective,margin,8.0,0.9956559512292937,0.8,0.02268133350940227,0.012269938650306749,0.9877300613496932,0.5318352059925093,0.5025295109612141,0.4974704890387859,593,163,132,298,2,142
strawberry,vitb32,14,ProtoAdapter-selective,margin,8.0,0.9956559512292937,0.9,0.012143868857787232,0.016574585635359115,0.9834254143646409,0.5880149812734082,0.433389544688027,0.5666104553119731,593,181,155,257,3,157
strawberry,vitb32,14,ProtoAdapter-selective,entropy,8.0,0.9956559512292937,0.4,1.0879808341314794,0.1232876712328767,0.8767123287671232,0.23220973782771537,0.7959527824620574,0.20404721753794264,593,73,48,472,9,62
strawberry,vitb32,14,ProtoAdapter-selective,entropy,8.0,0.9956559512292937,0.5,1.0896022004512047,0.09278350515463918,0.9072164948453608,0.31835205992509363,0.7200674536256324,0.2799325463743676,593,97,69,427,9,85
strawberry,vitb32,14,ProtoAdapter-selective,entropy,8.0,0.9956559512292937,0.6,1.09110716675264,0.08547008547008547,0.9145299145299145,0.3782771535580524,0.6475548060708263,0.35244519392917373,593,117,92,384,10,101
strawberry,vitb32,14,ProtoAdapter-selective,entropy,8.0,0.9956559512292937,0.7,1.0928434173468378,0.07633587786259542,0.9236641221374046,0.4307116104868914,0.5868465430016864,0.41315345699831363,593,131,114,348,10,115
strawberry,vitb32,14,ProtoAdapter-selective,entropy,8.0,0.9956559512292937,0.8,1.094014945852469,0.06711409395973154,0.9328859060402684,0.4756554307116105,0.5295109612141653,0.4704890387858347,593,149,130,314,10,127
strawberry,vitb32,14,ProtoAdapter-selective,entropy,8.0,0.9956559512292937,0.9,1.0960232346082206,0.05714285714285714,0.9428571428571428,0.5655430711610487,0.4468802698145025,0.5531197301854975,593,175,153,265,10,151
strawberry,vitb32,15,ProtoAdapter-hard,none,8.0,0.9981215121998214,1.0,,0.0,1.0,0.8876404494382022,0.23440134907251264,0.7655986509274874,593,254,200,139,0,237
strawberry,vitb32,15,ProtoAdapter-selective,msp,8.0,0.9981215121998214,0.4,0.3762144594371521,0.0,1.0,0.50187265917603,0.6323777403035413,0.3676222596964587,593,137,81,375,0,134
strawberry,vitb32,15,ProtoAdapter-selective,msp,8.0,0.9981215121998214,0.5,0.3714210275266667,0.0,1.0,0.5955056179775281,0.5430016863406408,0.45699831365935917,593,162,109,322,0,159
strawberry,vitb32,15,ProtoAdapter-selective,msp,8.0,0.9981215121998214,0.6,0.3673580593925105,0.0,1.0,0.6479400749063671,0.47217537942664417,0.5278246205733559,593,177,136,280,0,173
strawberry,vitb32,15,ProtoAdapter-selective,msp,8.0,0.9981215121998214,0.7,0.36380089327458814,0.0,1.0,0.6891385767790262,0.4131534569983137,0.5868465430016863,593,189,159,245,0,184
strawberry,vitb32,15,ProtoAdapter-selective,msp,8.0,0.9981215121998214,0.8,0.3583865312740722,0.0,1.0,0.7565543071161048,0.357504215851602,0.642495784148398,593,209,172,212,0,202
strawberry,vitb32,15,ProtoAdapter-selective,msp,8.0,0.9981215121998214,0.9,0.35166796711730514,0.0,1.0,0.8352059925093633,0.2866779089376054,0.7133220910623945,593,237,186,170,0,223
strawberry,vitb32,15,ProtoAdapter-selective,margin,8.0,0.9981215121998214,0.4,0.04546572122649856,0.0,1.0,0.5056179775280899,0.6374367622259697,0.3625632377740303,593,138,77,378,0,135
strawberry,vitb32,15,ProtoAdapter-selective,margin,8.0,0.9981215121998214,0.5,0.03934456180586743,0.0,1.0,0.599250936329588,0.551433389544688,0.448566610455312,593,163,103,327,0,160
strawberry,vitb32,15,ProtoAdapter-selective,margin,8.0,0.9981215121998214,0.6,0.029753234511301352,0.0,1.0,0.6741573033707865,0.47892074198988194,0.521079258010118,593,184,125,284,0,180
strawberry,vitb32,15,ProtoAdapter-selective,margin,8.0,0.9981215121998214,0.7,0.02162758664549652,0.0,1.0,0.7565543071161048,0.4148397976391231,0.5851602023608768,593,208,139,246,0,202
strawberry,vitb32,15,ProtoAdapter-selective,margin,8.0,0.9981215121998214,0.8,0.014583391705765947,0.0,1.0,0.8052434456928839,0.33895446880269814,0.6610455311973018,593,226,166,201,0,215
strawberry,vitb32,15,ProtoAdapter-selective,margin,8.0,0.9981215121998214,0.9,0.007483557379580008,0.0,1.0,0.8389513108614233,0.28330522765598654,0.7166947723440135,593,236,189,168,0,224
strawberry,vitb32,15,ProtoAdapter-selective,entropy,8.0,0.9981215121998214,0.4,1.0926533043580395,0.0,1.0,0.449438202247191,0.6408094435075885,0.3591905564924115,593,123,90,380,0,120
strawberry,vitb32,15,ProtoAdapter-selective,entropy,8.0,0.9981215121998214,0.5,1.0936704991600266,0.0,1.0,0.5243445692883895,0.5598650927487352,0.4401349072512648,593,145,116,332,0,140
strawberry,vitb32,15,ProtoAdapter-selective,entropy,8.0,0.9981215121998214,0.6,1.0945198798426619,0.0,1.0,0.6179775280898876,0.5025295109612141,0.4974704890387859,593,170,125,298,0,165
strawberry,vitb32,15,ProtoAdapter-selective,entropy,8.0,0.9981215121998214,0.7,1.0952923136292823,0.0,1.0,0.6891385767790262,0.42833052276559863,0.5716694772344013,593,189,150,254,0,184
strawberry,vitb32,15,ProtoAdapter-selective,entropy,8.0,0.9981215121998214,0.8,1.096197648591347,0.0,1.0,0.7415730337078652,0.35581787521079256,0.6441821247892074,593,209,173,211,0,198
strawberry,vitb32,15,ProtoAdapter-selective,entropy,8.0,0.9981215121998214,0.9,1.0970250421737302,0.0,1.0,0.8164794007490637,0.28330522765598654,0.7166947723440135,593,235,190,168,0,218
strawberry,vitb32,16,ProtoAdapter-hard,none,8.0,0.98345042976673,1.0,,0.0,1.0,0.8651685393258427,0.18718381112984822,0.8128161888701517,593,248,234,111,0,231
strawberry,vitb32,16,ProtoAdapter-selective,msp,8.0,0.98345042976673,0.4,0.38811061587822604,0.0,1.0,0.3258426966292135,0.6239460370994941,0.37605396290050586,593,91,132,370,0,87
strawberry,vitb32,16,ProtoAdapter-selective,msp,8.0,0.98345042976673,0.5,0.37962841466162955,0.0,1.0,0.4157303370786517,0.5497470489038786,0.4502529510961214,593,115,152,326,0,111
strawberry,vitb32,16,ProtoAdapter-selective,msp,8.0,0.98345042976673,0.6,0.3739884011462214,0.0,1.0,0.5168539325842697,0.4806070826306914,0.5193929173693086,593,143,165,285,0,138
strawberry,vitb32,16,ProtoAdapter-selective,msp,8.0,0.98345042976673,0.7,0.3686118740439317,0.0,1.0,0.602996254681648,0.40978077571669475,0.5902192242833053,593,171,179,243,0,161
strawberry,vitb32,16,ProtoAdapter-selective,msp,8.0,0.98345042976673,0.8,0.3609639143515657,0.0,1.0,0.6853932584269663,0.35075885328836426,0.6492411467116357,593,195,190,208,0,183
