dataset,backbone,family,episode,false_pick_alpha,pick_score_threshold,calibration_false_pick_rate,calibration_coverage,false_pick_rate,pick_precision,pick_recall,revisit_burden,coverage,n_samples,n_pick,n_wait,n_revisit,n_false_pick,n_true_pick,temperature,alpha,beta,proto_weight,calibration_nll
strawberry,vitb32,ProtoAdapter,5,0.1,0.33700558542043507,0.007827788649706457,0.770735524256651,0.004464285714285714,0.9955357142857143,0.7677902621722846,0.2630691399662732,0.7369308600337268,593,224,213,156,1,205,,,,8.0,0.9729831791251766
strawberry,vitb32,TipAdapter,6,0.05,0.3520721022415903,0.010471204188481676,0.8427230046948357,0.00684931506849315,0.9931506849315068,0.951310861423221,0.1315345699831366,0.8684654300168634,593,292,223,78,2,254,,2.0,5.5,,0.5761844116374932
strawberry,vitb32,ProtoAdapter,6,0.05,0.3377710821471145,0.003703703703703704,0.7464788732394366,0.0,1.0,0.9063670411985019,0.23777403035413153,0.7622259696458684,593,270,182,141,0,242,,,,8.0,0.9966908822707139
strawberry,vitb32,TipAdapter,6,0.1,0.3520721022415903,0.010471204188481676,0.8427230046948357,0.00684931506849315,0.9931506849315068,0.951310861423221,0.1315345699831366,0.8684654300168634,593,292,223,78,2,254,,2.0,5.5,,0.5761844116374932
strawberry,vitb32,ProtoAdapter,6,0.1,0.3377710821471145,0.003703703703703704,0.7464788732394366,0.0,1.0,0.9063670411985019,0.23777403035413153,0.7622259696458684,593,270,182,141,0,242,,,,8.0,0.9966908822707139
strawberry,vitb32,TipAdapter,7,0.05,0.3386883425253775,0.006147540983606557,0.7785602503912363,0.008695652173913044,0.991304347826087,0.797752808988764,0.2580101180438449,0.7419898819561551,593,230,210,153,2,213,,2.0,5.5,,0.6020144563858494
strawberry,vitb32,ProtoAdapter,7,0.05,0.3349700236579287,0.004158004158004158,0.7902973395931142,0.0043859649122807015,0.9956140350877193,0.7902621722846442,0.24957841483979765,0.7504215851602023,593,228,217,148,1,211,,,,8.0,0.9884572225690171
strawberry,vitb32,TipAdapter,7,0.1,0.3386883425253775,0.006147540983606557,0.7785602503912363,0.008695652173913044,0.991304347826087,0.797752808988764,0.2580101180438449,0.7419898819561551,593,230,210,153,2,213,,2.0,5.5,,0.6020144563858494
strawberry,vitb32,ProtoAdapter,7,0.1,0.3349700236579287,0.004158004158004158,0.7902973395931142,0.0043859649122807015,0.9956140350877193,0.7902621722846442,0.24957841483979765,0.7504215851602023,593,228,217,148,1,211,,,,8.0,0.9884572225690171
strawberry,vitb32,TipAdapter,8,0.05,0.5061609486686074,0.0498220640569395,0.838810641627543,0.025547445255474453,0.9744525547445255,0.8951310861423221,0.1551433389544688,0.8448566610455313,593,274,227,92,7,239,,2.0,5.5,,0.5597201193650057
strawberry,vitb32,ProtoAdapter,8,0.05,0.342089427452769,0.04914933837429111,0.7832550860719875,0.0321285140562249,0.9678714859437751,0.8127340823970037,0.2327150084317032,0.7672849915682968,593,249,206,138,8,217,,,,8.0,0.990623779833966
strawberry,vitb32,TipAdapter,8,0.1,0.37014812102037675,0.0738362760834671,0.8865414710485133,0.0664451827242525,0.9335548172757475,0.9288389513108615,0.10961214165261383,0.8903878583473862,593,301,227,65,20,248,,2.0,5.5,,0.5597201193650057
strawberry,vitb32,ProtoAdapter,8,0.1,0.3361052887407428,0.0575139146567718,0.7910798122065728,0.036,0.964,0.8127340823970037,0.23102866779089376,0.7689713322091063,593,250,206,137,9,217,,,,8.0,0.990623779833966
strawberry,vitb32,TipAdapter,9,0.05,0.6226674882552689,0.04911591355599214,0.6173708920187793,0.02702702702702703,0.972972972972973,0.7303370786516854,0.42327150084317033,0.5767284991568297,593,222,120,251,6,195,,2.0,10.0,,0.6601910424902833
strawberry,vitb32,ProtoAdapter,9,0.05,0.35421532366818786,0.049586776859504134,0.6956181533646322,0.02857142857142857,0.9714285714285714,0.6816479400749064,0.3406408094435076,0.6593591905564924,593,210,181,202,6,182,,,,8.0,0.9860678049721527
strawberry,vitb32,TipAdapter,9,0.1,0.5314035873428754,0.09982788296041308,0.6737089201877935,0.03557312252964427,0.9644268774703557,0.8052434456928839,0.37099494097807756,0.6290050590219225,593,253,120,220,9,215,,2.0,10.0,,0.6601910424902833
strawberry,vitb32,ProtoAdapter,9,0.1,0.3357689396869212,0.0625,0.7175273865414711,0.0365296803652968,0.9634703196347032,0.7078651685393258,0.3254637436762226,0.6745362563237773,593,219,181,193,8,189,,,,8.0,0.9860678049721527
strawberry,vitb32,TipAdapter,10,0.05,0.34767294287159833,0.012987012987012988,0.7003129890453834,0.01282051282051282,0.9871794871794872,0.5543071161048689,0.35075885328836426,0.6492411467116357,593,156,229,208,2,148,,2.0,10.0,,0.650151904242821
strawberry,vitb32,ProtoAdapter,10,0.05,0.3349106180797051,0.028199566160520606,0.7660406885758999,0.015,0.985,0.6891385767790262,0.2765598650927487,0.7234401349072512,593,200,229,164,3,184,,,,8.0,1.00503299550651
strawberry,vitb32,TipAdapter,10,0.1,0.34767294287159833,0.012987012987012988,0.7003129890453834,0.01282051282051282,0.9871794871794872,0.5543071161048689,0.35075885328836426,0.6492411467116357,593,156,229,208,2,148,,2.0,10.0,,0.650151904242821
strawberry,vitb32,ProtoAdapter,10,0.1,0.3349106180797051,0.028199566160520606,0.7660406885758999,0.015,0.985,0.6891385767790262,0.2765598650927487,0.7234401349072512,593,200,229,164,3,184,,,,8.0,1.00503299550651
strawberry,vitb32,TipAdapter,11,0.05,0.3547442374603634,0.03292894280762565,0.8974960876369327,0.040293040293040296,0.9597069597069597,0.8764044943820225,0.09443507588532883,0.9055649241146712,593,273,264,56,11,234,,2.0,5.5,,0.5987118904328569
strawberry,vitb32,ProtoAdapter,11,0.05,0.3353185013729363,0.008602150537634409,0.7582159624413145,0.0273972602739726,0.9726027397260274,0.7528089887640449,0.25463743676222594,0.7453625632377741,593,219,223,151,6,201,,,,8.0,0.9854377095929264
strawberry,vitb32,TipAdapter,11,0.1,0.3547442374603634,0.03292894280762565,0.8974960876369327,0.040293040293040296,0.9597069597069597,0.8764044943820225,0.09443507588532883,0.9055649241146712,593,273,264,56,11,234,,2.0,5.5,,0.5987118904328569
strawberry,vitb32,ProtoAdapter,11,0.1,0.3353185013729363,0.008602150537634409,0.7582159624413145,0.0273972602739726,0.9726027397260274,0.7528089887640449,0.25463743676222594,0.7453625632377741,593,219,223,151,6,201,,,,8.0,0.9854377095929264
strawberry,vitb32,TipAdapter,12,0.05,0.34650834326760516,0.00946372239747634,0.6291079812206573,0.0,1.0,0.5655430711610487,0.3524451939291737,0.6475548060708263,593,165,219,209,0,151,,2.0,5.5,,0.7649505139708965
strawberry,vitb32,ProtoAdapter,12,0.05,0.33459335507798943,0.010330578512396695,0.7323943661971831,0.0040650406504065045,0.9959349593495935,0.8314606741573034,0.2630691399662732,0.7369308600337268,593,246,191,156,1,222,,,,8.0,1.0056191099254108
strawberry,vitb32,TipAdapter,12,0.1,0.34650834326760516,0.00946372239747634,0.6291079812206573,0.0,1.0,0.5655430711610487,0.3524451939291737,0.6475548060708263,593,165,219,209,0,151,,2.0,5.5,,0.7649505139708965
strawberry,vitb32,ProtoAdapter,12,0.1,0.33459335507798943,0.010330578512396695,0.7323943661971831,0.0040650406504065045,0.9959349593495935,0.8314606741573034,0.2630691399662732,0.7369308600337268,593,246,191,156,1,222,,,,8.0,1.0056191099254108
strawberry,vitb32,TipAdapter,13,0.05,0.3495649944592724,0.0,0.6674491392801252,0.0,1.0,0.700374531835206,0.32377740303541314,0.6762225969645869,593,200,201,192,0,187,,2.0,5.5,,0.6667950010579451
strawberry,vitb32,ProtoAdapter,13,0.05,0.3347454023674451,0.0,0.7895148669796557,0.0,1.0,0.7827715355805244,0.2175379426644182,0.7824620573355818,593,223,241,129,0,209,,,,8.0,0.99318608973455
strawberry,vitb32,TipAdapter,13,0.1,0.3495649944592724,0.0,0.6674491392801252,0.0,1.0,0.700374531835206,0.32377740303541314,0.6762225969645869,593,200,201,192,0,187,,2.0,5.5,,0.6667950010579451
strawberry,vitb32,ProtoAdapter,13,0.1,0.3347454023674451,0.0,0.7895148669796557,0.0,1.0,0.7827715355805244,0.2175379426644182,0.7824620573355818,593,223,241,129,0,209,,,,8.0,0.99318608973455
strawberry,vitb32,TipAdapter,14,0.05,0.6861864457178701,0.05,0.6408450704225352,0.038834951456310676,0.9611650485436893,0.6629213483146067,0.403035413153457,0.596964586846543,593,206,148,239,8,177,,2.0,10.0,,0.6950138542730314
strawberry,vitb32,ProtoAdapter,14,0.05,0.3346767368869711,0.03711790393013101,0.6752738654147105,0.050505050505050504,0.9494949494949495,0.6104868913857678,0.36930860033726814,0.6306913996627319,593,198,176,219,10,163,,,,8.0,0.9956559512292937
strawberry,vitb32,TipAdapter,14,0.1,0.5819282540915126,0.09874326750448834,0.701095461658842,0.0963855421686747,0.9036144578313253,0.7191011235955056,0.3305227655986509,0.6694772344013491,593,249,148,196,24,192,,2.0,10.0,,0.6950138542730314
strawberry,vitb32,ProtoAdapter,14,0.1,0.3346767368869711,0.03711790393013101,0.6752738654147105,0.050505050505050504,0.9494949494949495,0.6104868913857678,0.36930860033726814,0.6306913996627319,593,198,176,219,10,163,,,,8.0,0.9956559512292937
strawberry,vitb32,TipAdapter,15,0.05,0.3491697233919297,0.02292768959435626,0.744131455399061,0.02112676056338028,0.9788732394366197,0.9288389513108615,0.23102866779089376,0.7689713322091063,593,284,172,137,6,248,,2.0,5.5,,0.5754549601791331
strawberry,vitb32,ProtoAdapter,15,0.05,0.334559369397166,0.0,0.7511737089201878,0.0,1.0,0.8876404494382022,0.23440134907251264,0.7655986509274874,593,254,200,139,0,237,,,,8.0,0.9981215121998214
strawberry,vitb32,TipAdapter,15,0.1,0.3491697233919297,0.02292768959435626,0.744131455399061,0.02112676056338028,0.9788732394366197,0.9288389513108615,0.23102866779089376,0.7689713322091063,593,284,172,137,6,248,,2.0,5.5,,0.5754549601791331
strawberry,vitb32,ProtoAdapter,15,0.1,0.334559369397166,0.0,0.7511737089201878,0.0,1.0,0.8876404494382022,0.23440134907251264,0.7655986509274874,593,254,200,139,0,237,,,,8.0,0.9981215121998214
strawberry,vitb32,TipAdapter,16,0.05,0.37993470516678085,0.0037105751391465678,0.9092331768388107,0.0,1.0,0.8951310861423221,0.07925801011804384,0.9207419898819562,593,267,279,47,0,239,,2.0,5.5,,0.5686194625779877
strawberry,vitb32,ProtoAdapter,16,0.05,0.3373751112854635,0.0,0.7879499217527386,0.0,1.0,0.8614232209737828,0.18887015177065766,0.8111298482293423,593,247,234,112,0,230,,,,8.0,0.98345042976673
strawberry,vitb32,TipAdapter,16,0.1,0.37993470516678085,0.0037105751391465678,0.9092331768388107,0.0,1.0,0.8951310861423221,0.07925801011804384,0.9207419898819562,593,267,279,47,0,239,,2.0,5.5,,0.5686194625779877
strawberry,vitb32,ProtoAdapter,16,0.1,0.3373751112854635,0.0,0.7879499217527386,0.0,1.0,0.8614232209737828,0.18887015177065766,0.8111298482293423,593,247,234,112,0,230,,,,8.0,0.98345042976673
strawberry,vitb32,TipAdapter,17,0.05,0.3409507116966694,0.01263157894736842,0.7003129890453834,0.0211864406779661,0.978813559322034,0.7790262172284644,0.30354131534569984,0.6964586846543002,593,236,177,180,5,208,,2.0,10.0,,0.6814825360750449
strawberry,vitb32,ProtoAdapter,17,0.05,0.33471124712929273,0.018912529550827423,0.7355242566510172,0.02830188679245283,0.9716981132075472,0.6891385767790262,0.2866779089376054,0.7133220910623945,593,212,211,170,6,184,,,,8.0,1.0045246737097298
strawberry,vitb32,TipAdapter,17,0.1,0.3409507116966694,0.01263157894736842,0.7003129890453834,0.0211864406779661,0.978813559322034,0.7790262172284644,0.30354131534569984,0.6964586846543002,593,236,177,180,5,208,,2.0,10.0,,0.6814825360750449
strawberry,vitb32,ProtoAdapter,17,0.1,0.33471124712929273,0.018912529550827423,0.7355242566510172,0.02830188679245283,0.9716981132075472,0.6891385767790262,0.2866779089376054,0.7133220910623945,593,212,211,170,6,184,,,,8.0,1.0045246737097298
strawberry,vitb32,TipAdapter,18,0.05,0.37196396339531224,0.005928853754940711,0.8004694835680751,0.0038314176245210726,0.9961685823754789,0.8951310861423221,0.2057335581787521,0.794266441821248,593,261,210,122,1,239,,2.0,5.5,,0.5974229275539599
strawberry,vitb32,ProtoAdapter,18,0.05,0.3343893786659832,0.003952569169960474,0.7488262910798122,0.0,1.0,0.9063670411985019,0.24283305227655985,0.7571669477234402,593,259,190,144,0,242,,,,8.0,0.9865361480766356
strawberry,vitb32,TipAdapter,18,0.1,0.37196396339531224,0.005928853754940711,0.8004694835680751,0.0038314176245210726,0.9961685823754789,0.8951310861423221,0.2057335581787521,0.794266441821248,593,261,210,122,1,239,,2.0,5.5,,0.5974229275539599
strawberry,vitb32,ProtoAdapter,18,0.1,0.3343893786659832,0.003952569169960474,0.7488262910798122,0.0,1.0,0.9063670411985019,0.24283305227655985,0.7571669477234402,593,259,190,144,0,242,,,,8.0,0.9865361480766356
strawberry,vitb32,TipAdapter,19,0.05,0.33874884109943765,0.008741258741258742,0.8732394366197183,0.0,1.0,0.9588014981273408,0.09949409780775717,0.9005059021922428,593,281,253,59,0,256,,2.0,5.5,,0.5434419059231713
strawberry,vitb32,ProtoAdapter,19,0.05,0.33914615940928683,0.012522361359570662,0.8012519561815337,0.0,1.0,0.9363295880149812,0.19224283305227655,0.8077571669477235,593,271,208,114,0,250,,,,8.0,0.9989670304591571
strawberry,vitb32,TipAdapter,19,0.1,0.33874884109943765,0.008741258741258742,0.8732394366197183,0.0,1.0,0.9588014981273408,0.09949409780775717,0.9005059021922428,593,281,253,59,0,256,,2.0,5.5,,0.5434419059231713
strawberry,vitb32,ProtoAdapter,19,0.1,0.33914615940928683,0.012522361359570662,0.8012519561815337,0.0,1.0,0.9363295880149812,0.19224283305227655,0.8077571669477235,593,271,208,114,0,250,,,,8.0,0.9989670304591571
