dataset,backbone,episode,baseline,selector,proto_weight,calibration_nll,target_coverage,selector_threshold,false_pick_rate,pick_precision,pick_recall,revisit_burden,coverage,n_samples,n_pick,n_wait,n_revisit,n_false_pick,n_true_pick
laboro_tomato,vitb16,1,ProtoAdapter-selective,margin,8.0,1.0192468195505002,0.8,0.015879294610592398,0.40572792362768495,0.594272076372315,0.4622356495468278,0.29107981220657275,0.7089201877934272,1917,419,940,558,170,153
laboro_tomato,vitb16,1,ProtoAdapter-selective,margin,8.0,1.0192468195505002,0.9,0.007488039053785478,0.4092920353982301,0.5907079646017699,0.4984894259818731,0.2081377151799687,0.7918622848200313,1917,452,1066,399,185,165
laboro_tomato,vitb16,1,ProtoAdapter-selective,entropy,8.0,1.0192468195505002,0.4,1.0870036086304435,0.18604651162790697,0.813953488372093,0.28700906344410876,0.6572769953051644,0.34272300469483563,1917,172,485,1260,32,95
laboro_tomato,vitb16,1,ProtoAdapter-selective,entropy,8.0,1.0192468195505002,0.5,1.0896027189074462,0.23893805309734514,0.7610619469026548,0.3474320241691843,0.5675534689619197,0.4324465310380803,1917,226,603,1088,54,115
laboro_tomato,vitb16,1,ProtoAdapter-selective,entropy,8.0,1.0192468195505002,0.6,1.0916569748480967,0.2647058823529412,0.7352941176470589,0.3867069486404834,0.477829942618675,0.522170057381325,1917,272,729,916,72,128
laboro_tomato,vitb16,1,ProtoAdapter-selective,entropy,8.0,1.0192468195505002,0.7,1.0934206330894223,0.3018867924528302,0.6981132075471699,0.40483383685800606,0.39280125195618154,0.6071987480438185,1917,318,846,753,96,134
laboro_tomato,vitb16,1,ProtoAdapter-selective,entropy,8.0,1.0192468195505002,0.8,1.0949855720594357,0.339572192513369,0.660427807486631,0.4622356495468278,0.3051643192488263,0.6948356807511737,1917,374,958,585,127,153
laboro_tomato,vitb16,1,ProtoAdapter-selective,entropy,8.0,1.0192468195505002,0.9,1.0970092294108833,0.37411764705882355,0.6258823529411764,0.49244712990936557,0.2180490349504434,0.7819509650495566,1917,425,1074,418,159,163
laboro_tomato,vitb16,2,ProtoAdapter-hard,none,8.0,1.020328472235583,1.0,,0.16226415094339622,0.8377358490566038,0.4984894259818731,0.29160146061554515,0.7083985393844549,1917,265,1093,559,43,165
laboro_tomato,vitb16,2,ProtoAdapter-selective,msp,8.0,1.020328472235583,0.4,0.398398915267215,0.05357142857142857,0.9464285714285714,0.13293051359516617,0.6181533646322379,0.3818466353677621,1917,56,676,1185,3,44
laboro_tomato,vitb16,2,ProtoAdapter-selective,msp,8.0,1.020328472235583,0.5,0.3874871988360754,0.03773584905660377,0.9622641509433962,0.23564954682779457,0.5482524778299426,0.4517475221700574,1917,106,760,1051,4,78
laboro_tomato,vitb16,2,ProtoAdapter-selective,msp,8.0,1.020328472235583,0.6,0.3769835541332596,0.05555555555555555,0.9444444444444444,0.311178247734139,0.4919144496609285,0.5080855503390715,1917,144,830,943,8,103
laboro_tomato,vitb16,2,ProtoAdapter-selective,msp,8.0,1.020328472235583,0.7,0.36801297501488767,0.05555555555555555,0.9444444444444444,0.3957703927492447,0.43870631194574855,0.5612936880542514,1917,180,896,841,10,131
laboro_tomato,vitb16,2,ProtoAdapter-selective,msp,8.0,1.020328472235583,0.8,0.35841276231106134,0.09523809523809523,0.9047619047619048,0.44410876132930516,0.3865414710485133,0.6134585289514867,1917,210,966,741,20,147
laboro_tomato,vitb16,2,ProtoAdapter-selective,msp,8.0,1.020328472235583,0.9,0.3484701297282237,0.12017167381974249,0.8798283261802575,0.46827794561933533,0.34167970787689095,0.658320292123109,1917,233,1029,655,28,155
laboro_tomato,vitb16,2,ProtoAdapter-selective,margin,8.0,1.020328472235583,0.4,0.0732184079668231,0.0,0.0,0.0,0.6004173187271779,0.39958268127282215,1917,0,766,1151,0,0
laboro_tomato,vitb16,2,ProtoAdapter-selective,margin,8.0,1.020328472235583,0.5,0.0432347489325004,0.1,0.9,0.027190332326283987,0.5242566510172144,0.4757433489827856,1917,10,902,1005,1,9
laboro_tomato,vitb16,2,ProtoAdapter-selective,margin,8.0,1.020328472235583,0.6,0.03182463555350723,0.01818181818181818,0.9818181818181818,0.1510574018126888,0.47209181011997914,0.5279081898800209,1917,55,957,905,1,50
laboro_tomato,vitb16,2,ProtoAdapter-selective,margin,8.0,1.020328472235583,0.7,0.022544198416758587,0.06,0.94,0.2537764350453172,0.42931664058424623,0.5706833594157538,1917,100,994,823,6,84
laboro_tomato,vitb16,2,ProtoAdapter-selective,margin,8.0,1.020328472235583,0.8,0.01458081533726635,0.09933774834437085,0.9006622516556292,0.3595166163141994,0.38393322900365157,0.6160667709963484,1917,151,1030,736,15,119
laboro_tomato,vitb16,2,ProtoAdapter-selective,margin,8.0,1.020328472235583,0.9,0.0072846040143397794,0.10396039603960396,0.8960396039603961,0.4350453172205438,0.34167970787689095,0.658320292123109,1917,202,1060,655,21,144
laboro_tomato,vitb16,2,ProtoAdapter-selective,entropy,8.0,1.020328472235583,0.4,1.0829428327987185,0.056,0.944,0.26586102719033233,0.6536254564423578,0.3463745435576422,1917,125,539,1253,7,88
laboro_tomato,vitb16,2,ProtoAdapter-selective,entropy,8.0,1.020328472235583,0.5,1.0880334680254649,0.05921052631578947,0.9407894736842105,0.31722054380664655,0.5811163275952008,0.4188836724047992,1917,152,651,1114,9,105
laboro_tomato,vitb16,2,ProtoAdapter-selective,entropy,8.0,1.020328472235583,0.6,1.0919396329345727,0.06321839080459771,0.9367816091954023,0.3685800604229607,0.513302034428795,0.48669796557120504,1917,174,759,984,11,122
laboro_tomato,vitb16,2,ProtoAdapter-selective,entropy,8.0,1.020328472235583,0.7,1.0947527147138847,0.08585858585858586,0.9141414141414141,0.4169184290030212,0.4538341158059468,0.5461658841940532,1917,198,849,870,17,138
laboro_tomato,vitb16,2,ProtoAdapter-selective,entropy,8.0,1.020328472235583,0.8,1.0965690706584192,0.1111111111111111,0.8888888888888888,0.44410876132930516,0.39488784559207096,0.605112154407929,1917,216,944,757,24,147
laboro_tomato,vitb16,2,ProtoAdapter-selective,entropy,8.0,1.020328472235583,0.9,1.0978032767545645,0.13135593220338984,0.8686440677966102,0.46827794561933533,0.34167970787689095,0.658320292123109,1917,236,1026,655,31,155
laboro_tomato,vitb16,3,ProtoAdapter-hard,none,8.0,1.045417498425408,1.0,,0.49473684210526314,0.5052631578947369,0.6012084592145015,0.21961398017736045,0.7803860198226396,1917,665,831,421,329,199
laboro_tomato,vitb16,3,ProtoAdapter-selective,msp,8.0,1.045417498425408,0.4,0.41773808644145505,0.32673267326732675,0.6732673267326732,0.37462235649546827,0.5998956703182056,0.40010432968179444,1917,303,464,1150,99,124
laboro_tomato,vitb16,3,ProtoAdapter-selective,msp,8.0,1.045417498425408,0.5,0.3984688064724003,0.3798449612403101,0.6201550387596899,0.44410876132930516,0.5039123630672926,0.4960876369327074,1917,387,564,966,147,147
laboro_tomato,vitb16,3,ProtoAdapter-selective,msp,8.0,1.045417498425408,0.6,0.3851267908848864,0.42764578833693306,0.5723542116630669,0.49244712990936557,0.41679707876890976,0.5832029212310903,1917,463,655,799,198,163
laboro_tomato,vitb16,3,ProtoAdapter-selective,msp,8.0,1.045417498425408,0.7,0.37467920221546275,0.4612476370510397,0.5387523629489603,0.525679758308157,0.35315597287428274,0.6468440271257172,1917,529,711,677,244,174
laboro_tomato,vitb16,3,ProtoAdapter-selective,msp,8.0,1.045417498425408,0.8,0.365727912689985,0.4784853700516351,0.5215146299483648,0.552870090634441,0.30359937402190923,0.6964006259780908,1917,581,754,582,278,183
laboro_tomato,vitb16,3,ProtoAdapter-selective,msp,8.0,1.045417498425408,0.9,0.3562628836573196,0.4830917874396135,0.5169082125603865,0.5830815709969789,0.2655190401669275,0.7344809598330725,1917,621,787,509,300,193
laboro_tomato,vitb16,3,ProtoAdapter-selective,margin,8.0,1.045417498425408,0.4,0.0721823068565502,0.3446153846153846,0.6553846153846155,0.40483383685800606,0.6045905059989567,0.3954094940010433,1917,325,433,1159,112,134
laboro_tomato,vitb16,3,ProtoAdapter-selective,margin,8.0,1.045417498425408,0.5,0.05565696017824723,0.3939393939393939,0.6060606060606061,0.45317220543806647,0.5159102764736567,0.4840897235263433,1917,396,532,989,156,150
laboro_tomato,vitb16,3,ProtoAdapter-selective,margin,8.0,1.045417498425408,0.6,0.04082277380292326,0.4260869565217391,0.5739130434782609,0.4984894259818731,0.4444444444444444,0.5555555555555556,1917,460,605,852,196,165
laboro_tomato,vitb16,3,ProtoAdapter-selective,margin,8.0,1.045417498425408,0.7,0.029268410611119622,0.44594594594594594,0.5540540540540541,0.5377643504531722,0.38393322900365157,0.6160667709963484,1917,518,663,736,231,178
laboro_tomato,vitb16,3,ProtoAdapter-selective,margin,8.0,1.045417498425408,0.8,0.01828141956626539,0.46608695652173915,0.5339130434782609,0.5619335347432024,0.3202921231090245,0.6797078768909754,1917,575,728,614,268,186
laboro_tomato,vitb16,3,ProtoAdapter-selective,margin,8.0,1.045417498425408,0.9,0.009190438263801726,0.481421647819063,0.5185783521809371,0.5800604229607251,0.2681272822117893,0.7318727177882107,1917,619,784,514,298,192
laboro_tomato,vitb16,3,ProtoAdapter-selective,entropy,8.0,1.045417498425408,0.4,1.0730802444800602,0.3167259786476868,0.6832740213523132,0.3413897280966767,0.6009389671361502,0.39906103286384975,1917,281,484,1152,89,113
laboro_tomato,vitb16,3,ProtoAdapter-selective,entropy,8.0,1.045417498425408,0.5,1.08086125707227,0.35342465753424657,0.6465753424657534,0.4259818731117825,0.5065206051121544,0.49347939488784565,1917,365,581,971,129,141
laboro_tomato,vitb16,3,ProtoAdapter-selective,entropy,8.0,1.045417498425408,0.6,1.086623867265416,0.43400447427293065,0.5659955257270693,0.4622356495468278,0.4194053208137715,0.5805946791862284,1917,447,666,804,194,153
laboro_tomato,vitb16,3,ProtoAdapter-selective,entropy,8.0,1.045417498425408,0.7,1.0911692253236671,0.4669187145557656,0.5330812854442344,0.513595166163142,0.35002608242044864,0.6499739175795514,1917,529,717,671,247,170
laboro_tomato,vitb16,3,ProtoAdapter-selective,entropy,8.0,1.045417498425408,0.8,1.0943071466638399,0.4845360824742268,0.5154639175257731,0.5468277945619335,0.30255607720396455,0.6974439227960354,1917,582,755,580,282,181
laboro_tomato,vitb16,3,ProtoAdapter-selective,entropy,8.0,1.045417498425408,0.9,1.096422243868819,0.4904153354632588,0.5095846645367412,0.5800604229607251,0.26291079812206575,0.7370892018779343,1917,626,787,504,307,192
laboro_tomato,vitb16,4,ProtoAdapter-hard,none,8.0,1.0156570481661735,1.0,,0.18333333333333332,0.8166666666666667,0.20241691842900303,0.33229003651538863,0.6677099634846113,1917,120,1160,637,22,67
laboro_tomato,vitb16,4,ProtoAdapter-selective,msp,8.0,1.0156570481661735,0.4,0.39546113024280355,0.0,1.0,0.01812688821752266,0.6369327073552425,0.36306729264475746,1917,9,687,1221,0,6
laboro_tomato,vitb16,4,ProtoAdapter-selective,msp,8.0,1.0156570481661735,0.5,0.38646638998525995,0.0,1.0,0.045317220543806644,0.5800730307772561,0.41992696922274386,1917,21,784,1112,0,15
laboro_tomato,vitb16,4,ProtoAdapter-selective,msp,8.0,1.0156570481661735,0.6,0.3776431411556632,0.02857142857142857,0.9714285714285714,0.06948640483383686,0.5252999478351591,0.4747000521648409,1917,35,875,1007,1,23
laboro_tomato,vitb16,4,ProtoAdapter-selective,msp,8.0,1.0156570481661735,0.7,0.36949687812106397,0.07017543859649122,0.9298245614035088,0.11782477341389729,0.48043818466353677,0.5195618153364632,1917,57,939,921,4,39
laboro_tomato,vitb16,4,ProtoAdapter-selective,msp,8.0,1.0156570481661735,0.8,0.3611644477422944,0.0759493670886076,0.9240506329113924,0.1661631419939577,0.43140323422013566,0.5685967657798643,1917,79,1011,827,6,55
laboro_tomato,vitb16,4,ProtoAdapter-selective,msp,8.0,1.0156570481661735,0.9,0.3536036146112958,0.11,0.89,0.18731117824773413,0.38341158059467917,0.6165884194053208,1917,100,1082,735,11,62
laboro_tomato,vitb16,4,ProtoAdapter-selective,margin,8.0,1.0156570481661735,0.4,0.07207530238092513,0.0,1.0,0.015105740181268883,0.6014606155451225,0.39853938445487747,1917,7,757,1153,0,5
laboro_tomato,vitb16,4,ProtoAdapter-selective,margin,8.0,1.0156570481661735,0.5,0.0541653084784246,0.05555555555555555,0.9444444444444444,0.03625377643504532,0.5414710485133021,0.4585289514866979,1917,18,861,1038,1,12
laboro_tomato,vitb16,4,ProtoAdapter-selective,margin,8.0,1.0156570481661735,0.6,0.043427051813162476,0.06896551724137931,0.9310344827586207,0.054380664652567974,0.5049556598852374,0.4950443401147626,1917,29,920,968,2,18
laboro_tomato,vitb16,4,ProtoAdapter-selective,margin,8.0,1.0156570481661735,0.7,0.03344999929939685,0.10869565217391304,0.8913043478260869,0.08761329305135952,0.4700052164840897,0.5299947835159102,1917,46,970,901,5,29
laboro_tomato,vitb16,4,ProtoAdapter-selective,margin,8.0,1.0156570481661735,0.8,0.023155142922603622,0.12857142857142856,0.8714285714285714,0.1148036253776435,0.4220135628586333,0.5779864371413668,1917,70,1038,809,9,38
laboro_tomato,vitb16,4,ProtoAdapter-selective,margin,8.0,1.0156570481661735,0.9,0.012324518505453408,0.13043478260869565,0.8695652173913043,0.16314199395770393,0.38184663536776214,0.6181533646322379,1917,92,1093,732,12,54
laboro_tomato,vitb16,4,ProtoAdapter-selective,entropy,8.0,1.0156570481661735,0.4,1.0869664919974302,0.047619047619047616,0.9523809523809523,0.04833836858006042,0.6802295252999478,0.31977047470005215,1917,21,592,1304,1,16
laboro_tomato,vitb16,4,ProtoAdapter-selective,entropy,8.0,1.0156570481661735,0.5,1.0901563891396346,0.05714285714285714,0.9428571428571428,0.07854984894259819,0.6087636932707355,0.39123630672926446,1917,35,715,1167,2,26
laboro_tomato,vitb16,4,ProtoAdapter-selective,entropy,8.0,1.0156570481661735,0.6,1.0927688046396025,0.058823529411764705,0.9411764705882353,0.11178247734138973,0.539906103286385,0.460093896713615,1917,51,831,1035,3,37
laboro_tomato,vitb16,4,ProtoAdapter-selective,entropy,8.0,1.0156570481661735,0.7,1.0946503531030736,0.07575757575757576,0.9242424242424242,0.13897280966767372,0.4747000521648409,0.5252999478351591,1917,66,941,910,5,46
laboro_tomato,vitb16,4,ProtoAdapter-selective,entropy,8.0,1.0156570481661735,0.8,1.0961031852771954,0.06329113924050633,0.9367088607594937,0.1691842900302115,0.42357850808555036,0.5764214919144497,1917,79,1026,812,5,56
laboro_tomato,vitb16,4,ProtoAdapter-selective,entropy,8.0,1.0156570481661735,0.9,1.0970607030997401,0.0989010989010989,0.9010989010989011,0.1782477341389728,0.3823682837767345,0.6176317162232655,1917,91,1093,733,9,59
laboro_tomato,vitb16,5,ProtoAdapter-hard,none,8.0,1.0236756752684866,1.0,,0.49044585987261147,0.5095541401273885,0.311178247734139,0.30099113197704747,0.6990088680229525,1917,314,1026,577,154,103
laboro_tomato,vitb16,5,ProtoAdapter-selective,msp,8.0,1.0236756752684866,0.4,0.4194322744021393,0.0,0.0,0.0,0.667188315075639,0.332811684924361,1917,0,638,1279,0,0
laboro_tomato,vitb16,5,ProtoAdapter-selective,msp,8.0,1.0236756752684866,0.5,0.40297490189458357,0.25,0.75,0.00906344410876133,0.6218049034950444,0.37819509650495564,1917,4,721,1192,1,3
laboro_tomato,vitb16,5,ProtoAdapter-selective,msp,8.0,1.0236756752684866,0.6,0.3887172818384498,0.0967741935483871,0.9032258064516129,0.06948640483383686,0.5706833594157538,0.42931664058424623,1917,31,792,1094,3,23
laboro_tomato,vitb16,5,ProtoAdapter-selective,msp,8.0,1.0236756752684866,0.7,0.37469525094177136,0.2,0.8,0.15709969788519637,0.5138236828377674,0.48617631716223264,1917,80,852,985,16,52
laboro_tomato,vitb16,5,ProtoAdapter-selective,msp,8.0,1.0236756752684866,0.8,0.36231229899451783,0.3157894736842105,0.6842105263157895,0.2084592145015106,0.45644235785080856,0.5435576421491914,1917,133,909,875,42,69
laboro_tomato,vitb16,5,ProtoAdapter-selective,msp,8.0,1.0236756752684866,0.9,0.3507047410034981,0.42727272727272725,0.5727272727272728,0.26586102719033233,0.3823682837767345,0.6176317162232655,1917,220,964,733,94,88
laboro_tomato,vitb16,5,ProtoAdapter-selective,margin,8.0,1.0236756752684866,0.4,0.07981381141130856,0.0,0.0,0.0,0.6014606155451225,0.39853938445487747,1917,0,764,1153,0,0
laboro_tomato,vitb16,5,ProtoAdapter-selective,margin,8.0,1.0236756752684866,0.5,0.0504560282369752,0.0,1.0,0.00906344410876133,0.5534689619196661,0.4465310380803339,1917,3,853,1061,0,3
laboro_tomato,vitb16,5,ProtoAdapter-selective,margin,8.0,1.0236756752684866,0.6,0.034412464808840804,0.19047619047619047,0.8095238095238095,0.03927492447129909,0.5159102764736567,0.4840897235263433,1917,21,907,989,4,13
laboro_tomato,vitb16,5,ProtoAdapter-selective,margin,8.0,1.0236756752684866,0.7,0.02167260573536911,0.36923076923076925,0.6307692307692307,0.09063444108761329,0.47209181011997914,0.5279081898800209,1917,65,947,905,24,30
laboro_tomato,vitb16,5,ProtoAdapter-selective,margin,8.0,1.0236756752684866,0.8,0.013604432992288695,0.391304347826087,0.6086956521739131,0.18126888217522658,0.4157537819509651,0.5842462180490349,1917,138,982,797,54,60
laboro_tomato,vitb16,5,ProtoAdapter-selective,margin,8.0,1.0236756752684866,0.9,0.006735334884156674,0.4863636363636364,0.5136363636363637,0.24169184290030213,0.36254564423578506,0.6374543557642149,1917,220,1002,695,107,80
laboro_tomato,vitb16,5,ProtoAdapter-selective,entropy,8.0,1.0236756752684866,0.4,1.0698629451739816,0.09523809523809523,0.9047619047619048,0.045317220543806644,0.720396452790819,0.279603547209181,1917,21,515,1381,2,15
laboro_tomato,vitb16,5,ProtoAdapter-selective,entropy,8.0,1.0236756752684866,0.5,1.0790230037197164,0.10256410256410256,0.8974358974358975,0.08761329305135952,0.6635367762128326,0.3364632237871674,1917,39,606,1272,4,29
laboro_tomato,vitb16,5,ProtoAdapter-selective,entropy,8.0,1.0236756752684866,0.6,1.0864562780081624,0.21212121212121213,0.7878787878787878,0.1299093655589124,0.6004173187271779,0.39958268127282215,1917,66,700,1151,14,43
laboro_tomato,vitb16,5,ProtoAdapter-selective,entropy,8.0,1.0236756752684866,0.7,1.0912204990583387,0.2708333333333333,0.7291666666666667,0.16314199395770393,0.5362545644235786,0.46374543557642145,1917,96,793,1028,26,54
laboro_tomato,vitb16,5,ProtoAdapter-selective,entropy,8.0,1.0236756752684866,0.8,1.0952000268779651,0.37012987012987014,0.6298701298701299,0.21450151057401812,0.4658320292123109,0.5341679707876891,1917,154,870,893,57,71
laboro_tomato,vitb16,5,ProtoAdapter-selective,entropy,8.0,1.0236756752684866,0.9,1.0975294586380806,0.42342342342342343,0.5765765765765766,0.2688821752265861,0.3828899321857068,0.6171100678142931,1917,222,961,734,94,89
laboro_tomato,vitb16,6,ProtoAdapter-hard,none,8.0,1.040559325478508,1.0,,0.29069767441860467,0.7093023255813953,0.4169184290030212,0.31194574856546686,0.6880542514345331,1917,258,1061,598,75,138
laboro_tomato,vitb16,6,ProtoAdapter-selective,msp,8.0,1.040559325478508,0.4,0.36961897736453037,0.057971014492753624,0.9420289855072463,0.1661631419939577,0.6823161189358372,0.3176838810641628,1917,69,540,1308,4,55
laboro_tomato,vitb16,6,ProtoAdapter-selective,msp,8.0,1.040559325478508,0.5,0.36408999091465183,0.07207207207207207,0.9279279279279279,0.256797583081571,0.6139801773604591,0.38601982263954093,1917,111,629,1177,8,85
laboro_tomato,vitb16,6,ProtoAdapter-selective,msp,8.0,1.040559325478508,0.6,0.3588560265067435,0.07913669064748201,0.920863309352518,0.3081570996978852,0.5508607198748043,0.44913928012519566,1917,139,722,1056,11,102
laboro_tomato,vitb16,6,ProtoAdapter-selective,msp,8.0,1.040559325478508,0.7,0.3541536930032931,0.0963855421686747,0.9036144578313253,0.3595166163141994,0.49139280125195617,0.5086071987480438,1917,166,809,942,16,119
laboro_tomato,vitb16,6,ProtoAdapter-selective,msp,8.0,1.040559325478508,0.8,0.3496760590540328,0.1641025641025641,0.8358974358974359,0.3867069486404834,0.4303599374021909,0.5696400625978091,1917,195,897,825,32,128
laboro_tomato,vitb16,6,ProtoAdapter-selective,msp,8.0,1.040559325478508,0.9,0.3443094129104214,0.21266968325791855,0.7873303167420814,0.4078549848942598,0.37089201877934275,0.6291079812206573,1917,221,985,711,47,135
laboro_tomato,vitb16,6,ProtoAdapter-selective,margin,8.0,1.040559325478508,0.4,0.0346792286246666,0.045454545454545456,0.9545454545454546,0.04833836858006042,0.6458007303077725,0.3541992696922275,1917,22,657,1238,1,16
